geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
17603,-21.93621776489671,-50.49866845669104,tupa,SP
36520,-21.011322864798608,-42.837595227810176,visconde do rio branco,MG
31255,-19.868949156818022,-43.94325838802002,belo horizonte,MG
50650,-8.05490801669422,-34.936404200768955,recife,PE
99150,-28.43898253558445,-52.19999471783133,marau,RS
14300,-20.89423771493996,-47.59326157224937,batatais,SP
37950,-20.910713039865268,-46.98018212905792,sao sebastiao do paraiso,MG
22081,-22.98252242714524,-43.19458020275256,rio de janeiro,RJ
59012,-5.778022262348919,-35.20063173617777,natal,RN
84010,-25.09023129204345,-50.15952714204808,ponta grossa,PR
79023,-20.43300732822102,-54.59253117114069,campo grande,MS
39100,-18.23722107031317,-43.605781914848464,diamantina,MG
9195,-23.674296039083146,-46.51738256879869,santo andre,SP
9195,-23.674296039083146,-46.51738256879869,santo andre,SP
16300,-21.42222222807638,-50.07350869793994,penapolis,SP
16013,-21.218155313517325,-50.42126341359335,aracatuba,SP
12620,-22.606097411420265,-45.186851977878845,piquete,SP
84261,-24.33075519697516,-50.62326341645937,telemaco borba,PR
94060,-29.942649838903183,-51.05889716565266,gravatai,RS
7080,-23.44882911508982,-46.54826575660677,guarulhos,SP
1514,-23.55896840383171,-46.630667279069776,sao paulo,SP
1536,-23.57466630030584,-46.62477982223438,sao paulo,SP
45653,-14.813184394810428,-39.03040269271368,ilheus,BA
3103,-23.55368399098316,-46.60981438344909,são paulo,SP
33943,-19.807261826533548,-44.02114853788447,ribeirao das neves,MG
13835,-22.3297921973428,-47.15952439440372,conchal,SP
41315,-12.900642882026874,-38.44407365695098,salvador,BA
7801,-23.32223923814676,-46.7255795437146,franco da rocha,SP
4635,-23.638435665689222,-46.67091837232364,são paulo,SP
28180,-21.489704668355845,-41.6352079419911,cardoso moreira,RJ
85805,-24.97770922009349,-53.47849215693359,cascavel,PR
39100,-18.24439826586532,-43.60297144487578,diamantina,MG
39260,-17.597012568565106,-44.72183689820536,varzea da palma,MG
93510,-29.684090794807062,-51.12500894332933,novo hamburgo,RS
8490,-23.585333107047823,-46.407698770270535,sao paulo,SP
18117,-23.56715089312725,-47.45879534318198,votorantim,SP
25780,-22.16464286437637,-42.93817598820664,sao jose do vale do rio preto,RJ
14700,-20.95193332301345,-48.47937439966818,bebedouro,SP
85948,-24.626471422356847,-54.22361553563094,pato bragado,PR
37410,-21.698038031449364,-45.25842629533835,tres coracoes,MG
31525,-19.821438953372944,-43.97517235261704,belo horizonte,MG
8740,-23.546420094607363,-46.20970570172171,mogi das cruzes,SP
61880,-3.975919267965782,-38.5235723477176,itaitinga,CE
4746,-23.654570060984955,-46.70713791096952,sao paulo,SP
65035,-2.5247217846957133,-44.28677870393332,sao luis,MA
33400,-19.63158736541033,-43.9018180725894,lagoa santa,MG
80410,-25.426782900917527,-49.28271033319864,curitiba,PR
5409,-23.559735562034724,-46.67247714516127,sao paulo,SP
5018,-23.53492831669968,-46.68117875269445,são paulo,SP
3154,-23.58260234000799,-46.56384809908247,são paulo,SP
27336,-22.51129853258861,-44.19272346741138,barra mansa,RJ
13880,-21.82366027523429,-46.90006604867232,vargem grande do sul,SP
7715,-23.3461101687621,-46.74975816675546,caieiras,SP
51020,-8.116981679439052,-34.8974047559005,recife,PE
2410,-23.4757673119626,-46.62523433819032,sao paulo,SP
25804,-22.11670531135601,-43.201188350531176,tres rios,RJ
3927,-23.60097493505109,-46.50015619331752,sao paulo,SP
18520,-23.16423430760713,-47.76543699763791,cerquilho,SP
22450,-22.985438029141903,-43.22967989884005,rio de janeiro,RJ
33822,-19.82740054731953,-44.084761826533565,ribeirao das neves,MG
44460,-12.906975346827094,-38.66695045682499,itaparica,BA
24220,-22.90046462946513,-43.10812222785512,niteroi,RJ
13042,-22.95221389508914,-47.04983432139767,campinas,SP
6624,-23.547204086175142,-46.909797855460006,jandira,SP
5268,-23.43567242714523,-46.78927007216225,sao paulo,SP
12324,-23.30960691257429,-46.01056613128281,jacarei,SP
29110,-20.34604144044354,-40.32295299026384,vila velha,ES
17054,-22.34664323306959,-49.08562249808847,bauru,SP
12305,-23.29276778478421,-45.95951211919135,jacarei,SP
8050,-23.50941965306712,-46.45433214931621,sao paulo,SP
6402,-23.50638342670576,-46.877412500457005,barueri,SP
8730,-23.536784704628065,-46.19806268756376,mogi das cruzes,SP
97590,-30.252559288312124,-54.91372085732903,rosario do sul,RS
38702,-18.579262876675298,-46.51410626977797,patos de minas,MG
11750,-24.31760901887012,-47.00325291923939,peruibe,SP
35552,-20.476191624842947,-45.12133776414236,neolandia,MG
50970,-8.03457890407408,-34.97670803434395,recife,PE
19400,-21.8885572195228,-51.84011126480019,presidente venceslau,SP
1309,-23.556526585348244,-46.65951015168212,sao paulo,SP
20260,-22.921790730509496,-43.21671817513988,rio de janeiro,RJ
37460,-22.3826481679658,-44.970488107074765,passa quatro,MG
86690,-22.841874042673805,-51.97495819005794,colorado,PR
63505,-6.375020394064801,-39.308692092903655,iguatu,CE
4119,-23.591647445467107,-46.63409324562872,sao paulo,SP
12237,-23.245850135483508,-45.91328817073666,sao jose dos campos,SP
17209,-22.27441392896949,-48.53552208582714,jau,SP
6454,-23.50091603422491,-46.84820998635399,barueri,SP
38060,-19.752452371631385,-47.946402984736544,uberaba,MG
21331,-22.8703412828207,-43.36714030350848,rio de janeiro,RJ
36202,-21.215742457459427,-43.78056638740272,barbacena,MG
6654,-23.54015774882407,-46.92168972843979,itapevi,SP
8690,-23.49554532022963,-46.31296195146107,suzano,SP
7170,-23.432679,-46.43757,guarulhos,SP
85950,-24.28598088303428,-53.84043764890751,palotina,PR
79070,-20.51682360292121,-54.61008705955824,campo grande,MS
35370,-20.227147176755544,-42.653408492071,rio casca,MG
11050,-23.95610402747677,-46.32759488076287,santos,SP
45830,-16.3778823340605,-39.569403585597634,eunapolis,BA
20220,-22.89699068137229,-43.20065449679734,rio de janeiro,RJ
12850,-22.6704186121341,-44.30846146816888,bananal,SP
20040,-22.907337098245748,-43.17679414596932,rio de janeiro,RJ
24360,-22.92080861944341,-43.09368761944342,niteroi,RJ
87020,-23.417107908040894,-51.94177882211653,maringa,PR
81900,-25.532208113826023,-49.27942127041887,curitiba,PR
96200,-32.029892550959865,-52.10589340501216,rio grande,RS
68040,-2.4254437231378563,-54.74025512395129,santarem,PA
88058,-27.43789954731953,-48.40811267638063,florianopolis,SC
36026,-21.77919123619365,-43.34730577629983,juiz de fora,MG
71571,-15.775325999999993,-47.77736175,brasília,DF
14801,-21.791547735416625,-48.20062680646062,araraquara,SP
79560,-18.793585579997625,-52.62759781876675,chapadao do sul,MS
36570,-20.75606359452132,-42.87521523820955,vicosa,MG
37470,-22.114799758510493,-45.05429130856992,sao lourenco,MG
74723,-16.694412186968982,-49.22074933226776,goiânia,GO
7124,-23.429059512349244,-46.53182395628716,guarulhos,SP
3331,-23.545478675515763,-46.58524120407659,são paulo,SP
14801,-21.78379653617442,-48.18488781420116,araraquara,SP
15580,-20.011183484900293,-50.14177368058942,mira estrela,SP
27273,-22.520584908127184,-44.13462188403467,volta redonda,RJ
5401,-23.561166666397305,-46.67304673382772,sao paulo,SP
95185,-29.297890725417965,-51.50414897964603,carlos barbosa,RS
29060,-20.281460186508177,-40.29090111270112,vitoria,ES
8110,-23.49439419005124,-46.40322239538001,sao paulo,SP
6454,-23.497437647506352,-46.84680303254447,barueri,SP
63780,-4.792610199988462,-40.065510246053286,monsenhor tabosa,CE
87083,-23.38075913986465,-51.96334072679993,maringa,PR
39400,-16.697349673000037,-43.87242530608334,montes claros,MG
91910,-30.100713712323703,-51.246502581699126,porto alegre,RS
94920,-29.954768195818385,-51.10284260862735,cachoeirinha,RS
87050,-23.45041666522016,-51.9193454027988,maringa,PR
57304,-9.765917999999992,-36.65654550000001,arapiraca,AL
29122,-20.33367174787258,-40.30788633864198,vila velha,ES
12701,-22.577450868185096,-44.957813155930126,cruzeiro,SP
37550,-22.226790740629763,-45.924516269776994,pouso alegre,MG
88034,-27.573541877281624,-48.50965115774983,florianopolis,SC
87800,-23.417837284020443,-52.778494284250094,rondon,PR
15086,-20.842201804965217,-49.38176438561842,sao jose do rio preto,SP
25585,-22.799300327138216,-43.33225491393057,sao joao de meriti,RJ
13177,-22.846302031363603,-47.19271415667379,sumare,SP
3343,-23.55773627338564,-46.574293395089136,sao paulo,SP
50720,-8.057229842859693,-34.91608399690199,recife,PE
9370,-23.682210253569256,-46.46219912230211,mauá,SP
38610,-16.361920816006677,-46.88708118717197,unai,MG
13221,-23.19386946131849,-46.83408793167325,várzea paulista,SP
13460,-22.787727780837603,-47.28710175704134,nova odessa,SP
36880,-21.13291327517792,-42.360668828202186,muriae,MG
39600,-16.85046802721469,-42.06148194771743,araçuaí,MG
13308,-23.40265262170351,-47.352821229240085,itu,SP
13100,-22.905719739861883,-47.030793902297454,campinas,SP
2238,-23.47485866833056,-46.57614272745106,sao paulo,SP
36025,-21.78040936886144,-43.36708754079865,juiz de fora,MG
9750,-23.6889171254682,-46.552552123595405,são bernardo do campo,SP
3607,-23.520035713572625,-46.54386273411619,sao paulo,SP
4084,-23.61375819423836,-46.66260665884485,sao paulo,SP
81670,-25.499783777967057,-49.25238134803895,curitiba,PR
5145,-23.506049208479613,-46.71737739541604,sao paulo,SP
46140,-13.802492999999943,-42.00143299999996,livramento de nossa senhora,BA
84261,-24.33128554001828,-50.619273128256566,telemaco borba,PR
28990,-22.888570890207827,-42.46473069795445,saquarema,RJ
56930,-7.939697831944059,-38.15456261546924,calumbi,PE
26255,-22.76358853502554,-43.45022211366638,nova iguacu,RJ
28230,-21.299999999999955,-40.966669999999965,sao francisco de itabapoana,RJ
17980,-21.35526821783533,-51.86228919467937,panorama,SP
37410,-21.696327289408003,-45.25327132846473,tres coracoes,MG
14790,-20.323269481176425,-48.31937198039294,guaira,SP
25625,-22.516240318386888,-43.16484125440206,petropolis,RJ
35970,-19.931670229024263,-43.48529103350445,barao de cocais,MG
24220,-22.90248562614691,-43.1013444461596,niteroi,RJ
20270,-22.919572005828385,-43.21181179239999,rio de janeiro,RJ
48700,-11.683040142001335,-38.99767620118427,serrinha,BA
11669,-23.704767000000004,-45.44367074999998,caraguatatuba,SP
21360,-22.86950342353856,-43.33314128504241,rio de janeiro,RJ
8290,-23.55336039800333,-46.4591602821282,sao paulo,SP
18044,-23.507906605603345,-47.477192453372965,sorocaba,SP
4273,-23.599198058283807,-46.61612346779968,sao paulo,SP
89803,-27.096658610408443,-52.62343886554016,chapeco,SC
2378,-23.4647494367062,-46.62940309888339,sao paulo,SP
8810,-23.494632890317387,-46.14826527908514,mogi das cruzes,SP
18103,-23.410791597004994,-47.40838864279534,sorocaba,SP
4475,-23.703012439638712,-46.6326119023025,sao paulo,SP
14075,-21.152969235356927,-47.77227625506376,ribeirao preto,SP
2315,-23.463362095475787,-46.59647161656762,sao paulo,SP
32240,-19.96928804770525,-44.05255928743685,contagem,MG
18110,-23.54190576657631,-47.46548898138966,votorantim,SP
14815,-21.93176614384849,-48.02441857578178,ibaté,SP
6709,-23.58696284588673,-46.825912121211466,cotia,SP
17400,-22.212243035516803,-49.68154380844329,garca,SP
65800,-7.529144013225978,-46.034757145722764,balsas,MA
38020,-19.755889120470645,-47.94728447045922,uberaba,MG
22021,-22.965492038028703,-43.1836641036701,rio de janeiro,RJ
80810,-25.41388484990666,-49.28674542604105,curitiba,PR
88015,-27.59100060170821,-48.547740378988976,florianopolis,SC
29055,-20.29475579516995,-40.2944323159733,vitoria,ES
25565,-22.78440302806053,-43.363145182941686,são joão de meriti,RJ
45810,-16.44054587783053,-39.0727341056778,porto seguro,BA
83401,-25.31468420437617,-49.23216121389969,colombo,PR
23815,-22.866680314710536,-43.78041080362409,itaguaí,RJ
12072,-23.00543531894484,-45.52629688329334,taubate,SP
8142,-23.51317349125744,-46.37967060061169,sao paulo,SP
19700,-22.42901355322288,-50.58789368803166,paraguaçu paulista,SP
31130,-19.89291493144441,-43.94164007467242,belo horizonte,MG
2967,-23.479434953372955,-46.70480206549716,sao paulo,SP
23095,-22.87406595060788,-43.56021385193674,rio de janeiro,RJ
80020,-25.43277053086952,-49.276340240868514,curitiba,PR
12246,-23.21825000805008,-45.90860307853892,sao jose dos campos,SP
11436,-23.975559249485062,-46.25211002669069,guaruja,SP
90870,-30.066171800709867,-51.20972276588383,porto alegre,RS
60416,-3.7561599117375617,-38.54350463696694,fortaleza,CE
29057,-20.295439810383105,-40.29672588311288,vitoria,ES
11435,-23.9753672022606,-46.21114787464657,guaruja,SP
28941,-22.828036142198936,-42.088118053036624,sao pedro da aldeia,RJ
3212,-23.604687597005004,-46.55897657882738,sao paulo,SP
35500,-20.139484493866696,-44.890736057059485,divinopolis,MG
4045,-23.62226778212821,-46.64001439257899,são paulo,SP
83605,-25.446647385196982,-49.55563586004068,campo largo,PR
5397,-23.57828399099356,-46.77604127378442,sao paulo,SP
4578,-23.606158440567068,-46.69703876815752,sao paulo,SP
5707,-23.643559858635008,-46.73227511352274,sao paulo,SP
78005,-15.589084874376068,-56.09790528639621,cuiaba,MT
44340,-12.625965895762128,-38.993694709600895,muritiba,BA
41820,-12.987957987791953,-38.45461549153798,salvador,BA
85945,-24.6399438696528,-53.47087726916418,tupassi,PR
2989,-23.43238777324141,-46.72312424202203,sao paulo,SP
59296,-5.771558054055559,-35.27401226391957,sao goncalo do amarante,RN
5632,-23.60234608826243,-46.73570846808813,sao paulo,SP
16300,-21.41858977381337,-50.077256860994666,penapolis,SP
8690,-23.49727251105866,-46.31299064461033,suzano,SP
15200,-21.05326580042267,-49.68737246431596,jose bonifacio,SP
21810,-22.875700514859407,-43.46921208090484,rio de janeiro,RJ
47814,-12.948500507698975,-38.46063227264888,barreiras,BA
3733,-23.51265058006812,-46.528139655981306,sao paulo,SP
59631,-5.214733224539183,-37.339213064554514,mossoró,RN
96330,-32.23606235855325,-53.07406294770429,arroio grande,RS
35162,-19.473904048012024,-42.54912686288882,ipatinga,MG
37220,-21.03541416630864,-44.75367794136066,bom sucesso,MG
5717,-23.63535242048014,-46.732683960038045,sao paulo,SP
18053,-23.50461506699077,-47.517002684572766,sorocaba,SP
7084,-23.43289391035259,-46.54833040161,guarulhos,SP
56903,-7.992182767619217,-38.29738732721192,serra talhada,PE
15042,-20.79416594109228,-49.42779704169063,são josé do rio preto,SP
20040,-22.90319808353057,-43.17734269331753,rio de janeiro,RJ
84033,-25.11766571579432,-50.10439091854688,ponta grossa,PR
22410,-22.9837836017082,-43.212819462808,rio de janeiro,RJ
93220,-29.829918230280008,-51.15537906366258,sapucaia do sul,RS
68730,-1.2047831612142947,-47.3944947675235,nova timboteua,PA
9080,-23.64905552032972,-46.53972543079844,santo andre,SP
27930,-22.38918012872357,-41.820631150488175,macae,RJ
6535,-23.430106749379625,-46.86024674978366,santana de parnaiba,SP
68900,0.0426335319973775,-51.0747883076782,macapa,AP
4514,-23.60148963197529,-46.6715710269202,sao paulo,SP
84600,-26.22520518095437,-51.08701412188176,uniao da vitoria,PR
44571,-12.970913092333666,-39.26127558085453,santo antonio de jesus,BA
35680,-20.09256141986357,-44.58469440280596,itaúna,MG
38700,-18.591465242079483,-46.52324527893182,patos de minas,MG
13070,-22.89264087174821,-47.08786808837154,campinas,SP
55592,-8.439731968636396,-35.013436999307515,nossa senhora do o,PE
36570,-20.74646728082937,-42.86640057120941,vicosa,MG
91120,-29.983138516851778,-51.13663322547295,porto alegre,RS
8465,-23.56757909908247,-46.39896441104506,são paulo,SP
27580,-22.43617182079952,-44.52911240942091,itatiaia,RJ
89258,-26.489314674459315,-49.06162271572536,jaraguá do sul,SC
58085,-7.142811779069782,-34.8874316508454,joao pessoa,PB
92440,-29.896677366639725,-51.13784264031383,canoas,RS
1238,-23.54339898029315,-46.65151833472787,sao paulo,SP
6414,-23.49061750528276,-46.86900366603934,barueri,SP
74993,-16.80872321299995,-49.21878999999996,aparecida de goiania,GO
74030,-16.674357170500038,-49.25196200662851,goiânia,GO
8255,-23.553780925616028,-46.43517094463039,sao paulo,SP
29141,-20.34487402337892,-40.36686660408404,cariacica,ES
85864,-25.51949541583688,-54.57825985377812,foz do iguaçu,PR
37650,-22.7519420639423,-46.13884412611338,camanducaia,MG
97300,-30.342161117359566,-54.315038941440896,sao gabriel,RS
23520,-22.942571241394283,-43.67509006907627,rio de janeiro,RJ
76875,-9.916267453362217,-63.01325054121342,ariquemes,RO
30431,-19.940145024698506,-43.9683656869122,belo horizonte,MG
60110,-3.729424613619491,-38.51903463224812,fortaleza,CE
95535,-29.578666374064177,-50.06602624028822,terra de areia,RS
11045,-23.97057481375161,-46.32617042616428,santos,SP
1251,-23.549738793784964,-46.6760335814531,sao paulo,SP
14270,-21.48381709495025,-47.36737496696959,santa rosa de viterbo,SP
89400,-26.2493450814898,-51.06907345779437,porto uniao,SC
25956,-22.42765241778941,-42.96328309063437,teresopolis,RJ
6386,-23.53520694003575,-46.84394987989879,carapicuiba,SP
30190,-19.92108270941768,-43.9467880335853,belo horizonte,MG
88133,-27.63087313166724,-48.66803750129825,palhoca,SC
45615,-14.95761826649389,-39.30143038924548,buerarema,BA
3110,-23.557180862052096,-46.60743709642809,sao paulo,SP
39408,-16.732383422701833,-43.884650624617706,montes claros,MG
4421,-23.692188846521265,-46.63911342326061,sao paulo,SP
55012,-8.280814672225697,-35.97220963474525,caruaru,PE
3372,-23.56797619900166,-46.55554910352586,são paulo,SP
94850,-30.019775240484684,-51.06834484478674,alvorada,RS
21842,-22.866662394959608,-43.478510386016445,rio de janeiro,RJ
6250,-23.499441063823724,-46.80030680223907,osasco,SP
1310,-23.556926913670807,-46.6615417904381,sao paulo,SP
6401,-23.50924262107987,-46.88666937892011,barueri,SP
31842,-19.84018243242536,-43.92110117430317,belo horizonte,MG
5416,-23.56244211019097,-46.68699597322402,são paulo,SP
96202,-32.04316338125309,-52.09616875566867,rio grande,RS
85660,-25.75492475233883,-53.05967082698536,dois vizinhos,PR
35620,-19.1537781163108,-45.4552210941289,abaete,MG
99980,-28.38705881713105,-51.848963857979705,david canabarro,RS
37467,-22.215952606332543,-44.97989262503452,sao sebastiao do rio verde,MG
15050,-20.80164974061963,-49.373671804976176,sao jose do rio preto,SP
26010,-22.759502237875257,-43.418731489023656,nova iguaçu,RJ
39550,-15.810475480775008,-42.226660035926514,taiobeiras,MG
97880,-28.18464907934512,-55.26356780653425,sao nicolau,RS
45300,-13.032468795154346,-39.6045585407368,amargosa,BA
4821,-23.72751064171932,-46.68581195548803,sao paulo,SP
3870,-23.507219703849096,-46.48525853788448,sao paulo,SP
36037,-21.776014456287143,-43.37890994685207,juiz de fora,MG
86043,-23.37003894754457,-51.13519106881539,londrina,PR
4363,-23.64702435137628,-46.66854665973221,sao paulo,SP
14091,-21.191346566189665,-47.78700933374692,ribeirao preto,SP
88704,-28.466692373360075,-49.024739280490806,tubarao,SC
28035,-21.753211583031057,-41.325937775767386,campos dos goytacazes,RJ
28943,-22.83004753807747,-42.1396245307217,sao pedro da aldeia,RJ
95900,-29.446834185601027,-51.96926842307936,lajeado,RS
19014,-22.130171119626034,-51.39600544670785,presidente prudente,SP
4742,-23.652677567026377,-46.6991681858157,são paulo,SP
35502,-20.134952093552897,-44.91997302331712,divinopolis,MG
6266,-23.494890531219365,-46.78791369274058,osasco,SP
8344,-23.61164203293934,-46.44894965134733,sao paulo,SP
25645,-22.541787230848968,-43.21153703529348,petropolis,RJ
88330,-26.999336999999947,-48.63132349999995,balneario camboriu,SC
13203,-23.20944392091283,-46.85682411434591,jundiai,SP
66652,-1.3730212900054013,-48.42411459310985,belem,PA
60862,-3.805691398659595,-38.5083156589094,fortaleza,CE
99500,-28.30197393822969,-52.74321077541332,carazinho,RS
64045,-5.080599149447026,-42.75824638039957,teresina,PI
20521,-22.925677548416058,-43.22933486190786,rio de janeiro,RJ
72547,-16.00853120581692,-47.99032368458669,brasília,DF
81730,-25.51596420537831,-49.22524091188179,curitiba,PR
33025,-19.78305876211122,-43.84648799069072,santa luzia,MG
8780,-23.52467711973989,-46.17632903760092,mogi das cruzes,SP
22210,-22.93481047458035,-43.17806400251016,rio de janeiro,RJ
83560,-25.21481168694114,-49.350294669890886,itaperucu,PR
35960,-19.9503765,-43.40682899999999,santa barbara,MG
49160,-10.852757851492749,-37.05644664491172,nossa senhora do socorro,SE
2275,-23.464985385509856,-46.58805109478331,sao paulo,SP
7240,-23.448824413266777,-46.43718115598131,guarulhos,SP
29360,-20.6093439897736,-41.20393171566715,castelo,ES
11421,-24.014615437417024,-46.28465831738694,guaruja,SP
90880,-30.068703922557606,-51.2118648075192,porto alegre,RS
7192,-23.45350810130417,-46.5039500605055,guarulhos,SP
37610,-22.47154943464057,-46.14535073978592,bom repouso,MG
3268,-23.59957907402559,-46.52644020920594,sao paulo,SP
3471,-23.56162765635121,-46.519247220499885,sao paulo,SP
23080,-22.89603592319299,-43.56430371270231,rio de janeiro,RJ
57055,-9.647674438801998,-35.73654725367879,maceio,AL
26085,-22.733035740048024,-43.5328740859304,nova iguacu,RJ
38610,-16.359480539794625,-46.905278970531576,unai,MG
36025,-21.77926885261704,-43.35770479392921,juiz de fora,MG
36305,-21.13172038190317,-44.234674234664425,sao joao del rei,MG
17930,-21.384104711006472,-51.58070689929171,tupi paulista,SP
72110,-15.828553179386304,-48.05431679221597,brasilia,DF
26545,-22.81789887216658,-43.4049688277092,nilopolis,RJ
38414,-18.91272732001269,-48.32049714723874,uberlandia,MG
99340,-29.22137414960179,-52.77339757898556,lagoao,RS
95599,-30.279851956255904,-50.25680915920475,balneario pinhal,RS
83880,-26.105153422602115,-49.79896538167802,rio negro,PR
1415,-23.56390256258297,-46.66974156939232,sao paulo,SP
25964,-22.433399928120423,-42.97863748957244,teresopolis,RJ
94010,-29.9421323119626,-50.99488387483402,gravatai,RS
22440,-22.98283878934157,-43.21887132416761,rio de janeiro,RJ
86010,-23.318316136274465,-51.15633155049351,londrina,PR
12244,-23.20437272120813,-45.95658892039038,sao jose dos campos,SP
94196,-29.897089494681627,-50.89892306577915,gravatai,RS
5386,-23.56287007660567,-46.76347452123604,sao paulo,SP
8295,-23.55154010352588,-46.45293137607479,sao paulo,SP
28960,-22.831614842539945,-42.21222773787645,iguaba grande,RJ
14750,-21.01171506559966,-48.231597951706895,pitangueiras,SP
18603,-22.879087783748947,-48.44237569030656,botucatu,SP
73825,-15.04231905869656,-47.05722047326078,vila boa,GO
38600,-17.217770899145616,-46.87966398127448,paracatu,MG
89560,-26.99656776406333,-51.1611976809244,videira,SC
1422,-23.567548673322207,-46.65691152025509,sao paulo,SP
38740,-18.947880721383683,-47.0052196579448,patrocínio,MG
39873,-17.074938053534083,-40.71818627309752,machacalis,MG
12460,-22.74206705095279,-45.59298872528756,campos do jordao,SP
37466,-22.335087139285285,-44.828587517559725,itamonte,MG
12515,-22.8002515389912,-45.201646473684754,guaratingueta,SP
24020,-22.8854120605055,-43.120041129061086,niteroi,RJ
5358,-23.57335758090484,-46.75053972967279,sao paulo,SP
30330,-19.94338625007212,-43.93535021677528,belo horizonte,MG
2632,-23.462667618096827,-46.64956112378097,sao paulo,SP
81270,-25.455440843157565,-49.360462388680986,curitiba,PR
89820,-26.879822655948605,-52.40994154167127,xanxere,SC
1415,-23.551840037191976,-46.65455309547579,sao paulo,SP
16056,-21.18866973148473,-50.42431060603079,aracatuba,SP
23060,-22.888489790601284,-43.59988743070775,rio de janeiro,RJ
7251,-23.42522758673321,-46.394995851232046,guarulhos,SP
3251,-23.50165467833702,-46.61278994259402,são paulo,SP
91530,-30.05742567625888,-51.16930411567974,porto alegre,RS
5311,-23.532963076605675,-46.74417988288412,sao paulo,SP
18530,-23.10438223556379,-47.71543227655277,tiete,SP
14807,-21.811241797391645,-48.17093589133823,araraquara,SP
23821,-22.874090098906134,-43.78782980168943,itaguaí,RJ
54768,-8.02085160993159,-34.99165243379822,camaragibe,PE
15160,-20.785822838026505,-49.81916836066087,poloni,SP
96202,-32.05843314239161,-52.14104190310118,rio grande,RS
70874,-15.7399335,-47.88819675,brasília,DF
21311,-22.885845013878463,-43.32500606564138,rio de janeiro,RJ
22010,-22.963617230913528,-43.171994079519855,rio de janeiro,RJ
6192,-23.52453464091824,-46.80598382364318,osasco,SP
4821,-23.72562080789681,-46.690529990499705,sao paulo,SP
3693,-23.53059500805008,-46.47651145420967,sao paulo,SP
4194,-23.65447316625308,-46.61013118013155,sao paulo,SP
28623,-22.305656882026355,-42.535137680886194,nova friburgo,RJ
77001,-10.165627073860096,-48.35430565070564,palmas,TO
65065,-2.498210884817356,-44.21919552899767,sao luis,MA
