customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
f997e4d637c5824aa3f892266bac8ebd,c8e6353cdefabcd9ef58240358e5f6b1,70873,brasilia,DF
7025bf2c3dca2e1d48f783533403e776,9491c195b742b5efc634c2020eeea244,8391,sao paulo,SP
16abb699caf18836615876f21773f9bd,948173a19cc29408c9c1e929ce56fe7c,89300,mafra,SC
8b1ffcf82b6eff47a8e286c00a74ff7c,1cbac5082a2dbeba7f6fa37e5622be52,16074,aracatuba,SP
96f1ea7875a9fcfee0be3af8015f48cd,8a3bb3e78e9a0ffbf3e47f8fb749b4cb,22760,rio de janeiro,RJ
d31954b2b197f356ff150102558df16b,1a30fcc47d99534662ce3b364f279749,35860,conceicao do mato dentro,MG
3a011cc7716b214b68664fa2a3283d79,429aa6a2cc43f9bdd7c7e82c2bdbc80c,6786,taboao da serra,SP
745fc498c9bb2df2194e737485a1afa9,c79a463e85fd8b530feba7db28c26de6,13420,piracicaba,SP
3c051a9dc07e854fb5fb5aeb7b8575f0,861539f8b5d87cc216e41814e059ec4f,55850,vicencia,PE
83ec2d588690ad4dffcd98fc9565478a,497d7d98c6a7402c8014f15d15afbd5a,2859,sao paulo,SP
55eefcb372927b18fcc3673b54de5311,075fc46f02fef5d79276ae2dc06afa61,84015,ponta grossa,PR
bdc1f21172a3a9fa9d754d0412b5be55,34f82fd6f1daf2fe8cf04e71cee4606a,6544,santana de parnaiba,SP
8d457ebcb479d9b80bd841c3a5df6943,f8c9d3e43d7336c249f361bbf9d46ce5,9688,sao bernardo do campo,SP
a00009bf8489ae779a18179b4716f195,207ba0e71c642b6eda7d0f4d41673751,9750,sao bernardo do campo,SP
80ab4585890fb5396fa66cb58066447d,489811a1e379cc8a07939cfcdc43ba4b,13416,piracicaba,SP
9db63dc819326e31364028615a6d017c,ea3f9ba2162d33a56fa8ff315f2c38ce,3816,sao paulo,SP
df405fe9da5c36c37d10ca087ef51ecd,186e4b97d2704e8b76235b8d7c5d38ab,6780,taboao da serra,SP
a5e8da982c56df849ca92684e6e4d9e5,d59242c4945ee516c0b2a9217c257edb,27286,volta redonda,RJ
716ec70b79099dd7fe34755d31c54c3d,ec818580e00a22524f0661e18eb402dd,78580,alta floresta,MT
b2ab620b53e3b69f07728d9645134285,42fec8a8a32ceb3ba315849d6fffb9b8,37975,itau de minas,MG
b8db736a2750311bce7d053e6d7263c3,3c2ae67ed9952c0dfbd63fe8e1c48f5e,36640,mar de espanha,MG
ae2424a66e95f739497a3466651874fc,eca792e3700ecd4974baec86183ca697,39810,carai,MG
931e89887633d3e4f088f8de9315292a,8462f95e5984b754eeb6bed72822ddff,53220,olinda,PE
39158ecf3ff6201bdab0f2bed9f00149,0dbd8b3deefed9b0862939c75149df9c,13050,campinas,SP
a6e436c7275245cf3b66a9d59fb2bac5,4fd7e1b87fbbe153fa6308e6c91364e7,5368,sao paulo,SP
3be8b07b476cf5a8705f9258a217f936,26cc8c49362e4478de165274e7ccb214,85750,planalto,PR
086b14dd810812fd51da1b8dc45b8aeb,a7c431a8fe633926941cd0de404cf389,24030,niteroi,RJ
ba23af9fce8e769f3585a865191154d2,a9d7acee4c52b9f771c87b3742da7b03,85807,cascavel,PR
1b0a218005553bbb622b569970807457,291c0ff050cf97149f73b6d78705b090,30240,belo horizonte,MG
39532dc2af2baa5bd9140a31c5c66e98,5bf62dde3184c792f5b6ca13a7aa746a,78640,canarana,MT
ab281471816d84ca98080ba017e6c357,db42d4def623c5f48579124a0e969e9c,37250,nepomuceno,MG
e3ccd4c338e99b1166181ff01f856491,58a4934162235b0686c74f586187998d,31035,belo horizonte,MG
3d3c463710ea6e8dd9a63c1110eeb06b,55c00c8a161d2e6d7d731dd87341ad2f,13175,sumare,SP
87330790856db4f08442e7691ccc283f,584b6a4a8b2e568270e3b1d3a3cdeef6,5033,sao paulo,SP
50dfa5e2fb9fdfd6b1fd7e3a3d667a1d,f22ba444813c7bd9f480dc46e9a1557c,72220,brasilia,DF
9279b96ee5b2b0f686e5a28d8cc1739b,b0f933c0a1bb29276744c40aaf438239,88058,florianopolis,SC
372f7f836207b31b28bf19651ed09d6e,927f5d7e01917bb3b8aeb3260ca42663,23595,rio de janeiro,RJ
d64c5598555304b3aacbd6e9d07e2d4c,3ae5f28cf8eaed744e50bcd7e551ac1f,95095,caxias do sul,RS
c360961ef98b0d4b28357b7fd0387673,86856cc8c9e2e86be64b9d4c905777c4,22620,rio de janeiro,RJ
91693fdec54a003591f8786b71c52fec,a2cab25fa1a8a53ba04f8e7a78594b32,31742,belo horizonte,MG
3b5a559898d679155d44fdc46c572d85,a8400719a4cd8010278435720be729ed,8508,ferraz de vasconcelos,SP
271141b9ce12ac7e646925b1e1bfd4c8,eda82d0eeecb222caac5fdc46120d1a3,4337,sao paulo,SP
c62fa47ec3288088f819f9d779871d76,7ab3a0a367344e6c8143e3313986ad49,88165,biguacu,SC
93cf06215ca4314f34a26e93ac0320d0,4db9cca4c09e2e22a1ea27f8c68b9e05,87020,maringa,PR
deac5870962fbc4af64040f2cbfd57d9,3d2906056c2f9ba0c2c955474fb6854f,13483,limeira,SP
ec28154259f5771f8b042fc39e08b878,d9e1b12be9642c910bfff38ee736b010,36730,pirapetinga,MG
1d99b48c0fe6d0bc50feebecdc88cbc2,227aab671ee7cda5c88bd91ef18d8bb1,7791,cajamar,SP
c2d0429940ce0afef52e564623133aec,f746a1410892653e77ea12afc0a2af00,1532,sao paulo,SP
2d3475236fe57f9f651be1b918bcde00,40f0da18186594032bed8e6d57b32ae4,3968,sao paulo,SP
0a60413541d00d686cf4a7cd994cc1f2,2c961ee955abb3ac9a80babd54ed4156,2312,sao paulo,SP
79b516ac255abbf7531ea1ea5b43d0db,f710c6901968ec0a8bed20d789690102,22753,rio de janeiro,RJ
573c3ef8dec9161a66be3d292ff9c5a9,b893abab88bc63f4abf54a65064cedae,37704,pocos de caldas,MG
308532b0d57d2a3cf82dd24a7bbc8ee8,b6d7faaf236059897f4d0440e1a327c7,18206,itapetininga,SP
986bc7d65bbaf513d338a4459f4cacec,bfd615f5f37a0dfef82d7433fb229c9f,30320,belo horizonte,MG
353a77315095c1816b31ba0c89421c42,3db6065daf155a7256864541a2d89fd9,28026,campos dos goytacazes,RJ
8dbfab81577117fd021d0f9a7f30b61f,63b2513aba069664cb6c73102ede2811,93700,campo bom,RS
54da822bc6ee174188b34d160c0c0ff8,5d77cf4bfc8132075fc589f355875baa,13010,campinas,SP
b5e685cce7c8df37ac2dbdd3caf58407,2d0525fe296cc1344aea0c6f6e57a7c1,41830,salvador,BA
4077a4b90d0e37836e10b76c8589298f,2698870f22435757b8e4be883ee56dca,29150,cariacica,ES
9f5492d11e095846e5c39e55f717c452,3b397ff9a306a4024edb029f9718abae,17055,bauru,SP
8808f125d9add736b425333b8078d0df,daf8072197465eabacb942e6f644585a,4917,sao paulo,SP
7e875055687e2f2987c55e117b8cefb0,3a0344aa6a2971cd41b749d87c2d5a2a,44066,feira de santana,BA
c7e9d64ef2d3e98ad1b5068dbc859934,df3b1140ecb0bddb871f5e70af09ec27,22240,rio de janeiro,RJ
5bde57569eb8318a2306865d06de2bfb,6ce73016161f051b4267667a28bb417e,90450,porto alegre,RS
40c894ae26b148a9c7e3491c99400628,724046dfbe631c5ec36eb1256157a910,91330,porto alegre,RS
679c8904ab29adbc9094871de22ff44b,09c1ed5035fc97d805f39284b78d445c,11095,santos,SP
83ee5cf0c8eb3b69739ff435c27eb6dd,5d6819179052e295f55361f0206bd054,9772,sao bernardo do campo,SP
d59bd53c5bebdf76720c302e3eaa63e4,255e8fb13698098da785abb2e130732b,36240,santos dumont,MG
0d9c4b5c91997a61af84d12d72e91fc7,dd47740f3c285d15d8c9c72fc204e78a,31035,belo horizonte,MG
b6e5cac4424fac86b44df6506dc10334,4cf559e0a7081c064403a190f0984939,24451,sao goncalo,RJ
a7c87c25dbdded68c26c640582cb5ddb,ba84da8c159659f116329563a0a981dd,25635,petropolis,RJ
37b27530be4ea765cf8d3cba761a53cb,61d7a4bde52b7f2a62ea927a8bb2a03a,3144,sao paulo,SP
c20242d9e3109c0f8db6b5786d6f9e15,4b5d93376bd555ed80549865a47584fc,12422,pindamonhangaba,SP
541884ec125bd7f617b86a0f92b8e3b7,c52d06680b82af13464722a1abe3634a,24455,sao goncalo,RJ
ee64351d93ed36563eea84500a3f558a,b3862c77ce520400d5c3c70461022ca0,24944,marica,RJ
77c56cf8646cc6b1911f5a3108e8d468,705751b015f44b79a7ec4c13f84ead57,17501,marilia,SP
b7ef6615929779df90c8404205b319e0,989e9d25cb15292048ebff7922b002fe,15054,sao jose do rio preto,SP
e4e0289744e52cb66d68ae3ad7b49bd9,88526f282f270093a20893ec91b3373f,37200,lavras,MG
2c9e857e7297bae10093de84dde3961c,ab0b362001c351ac0abb5cca5820b3e2,4086,sao paulo,SP
51857fcd0e5ff5ad2c5462923f01026f,2059993ed5857ff3e5f8f476b6d424fb,86047,londrina,PR
23fc5eae4f6c7e27c037bcb5d9e9b4d3,d87061e8f501a813bde33d67953ee9ca,28880,barra de sao joao,RJ
4fc3bf60da2889c40095a1f65fd59d3b,88d428f489b7fc4cc8341de4ca80f584,21250,rio de janeiro,RJ
cdd95abd40476a4f5f391bbf0edb3735,fd095bb7ea8bf82fde1a1c1006d4774c,27331,barra mansa,RJ
dd51b4a1d1e10a86b89cd5d07f209e17,9b097ab9eb8eef6fb08994816bdfe6da,58200,guarabira,PB
e482270e1e3f5096fde4144bae1d5d24,5f7f36eba082e3b9a014e2d7936dddb7,44571,santo antonio de jesus,BA
5cabdd55383ef66f362b0c0f20aef2af,ecdf3fcea5ba8b7a68af786d7c089518,90640,porto alegre,RS
bc1d03ced3946138d23540f85060ec03,7a97fbc49ea9b07595d7d808b4bcd2eb,90035,porto alegre,RS
7f64bfeafe266456de1f197dbbebde61,399526cecdd93d45674f155913f3ee80,93030,sao leopoldo,RS
72e0272d32abfb1cd4b5418770dee89a,04947c94858c4ff76c6d6debc3f152dc,86010,londrina,PR
f62be7ad24b3143213c452bb0cc9e92c,6f414bdc22fc55ab960294b8f9e6fcd8,37900,passos,MG
3af06309cb6cd6fe4b2c6999a0816161,c1bd5ea6be1372a3905631c7dcdb2aec,27197,pinheiral,RJ
3464e3efe1897bd8e3e83d512b77bd23,371e28475d573d69d2c02683e4132f5b,13157,cosmopolis,SP
ee5d17d6f2cc680e2a43b6751e6ac93e,74d1a8720681a24813147f548b68a81f,17013,bauru,SP
dedd8b4958cfa85ad524e089bc460664,f7216e0af44584002cfeb7033b46db4a,2022,sao paulo,SP
7aa47bbde16e301bbeb89536a7aa41db,f2380a404ae74c1eb8d4cd56e61634f7,22765,rio de janeiro,RJ
c7d1d9f32f2345da0127e63da4fe0fbe,c33680dce5ea39d46d1f5c3f6c30a120,23830,itaguai,RJ
45f02458d5f699c5276958a087f40e22,15a1b2bf19a5330c42296165fea3c043,15706,jales,SP
0fc67df194c5187c17d22b318e2ee280,82526a252817b28cda39d2f99f6fe05a,3203,sao paulo,SP
a7a56d427f0a809b2f1a427783feca20,c3807b5e102688c2dde01ce0292c7aa8,89163,rio do sul,SC
76a1b8441dfc958f668898b0825fd102,69960b64ad0d5746057b6f2c17f40db8,18190,aracoiaba da serra,SP
5fdda35530bccd97623de0d77924e337,aea4d758cf1a6af26b5e7c143a99127f,18701,avare,SP
dc1834da069ea08c451cbb03961ee644,f851ddfafd2e30ed3944f49411b0f551,92030,canoas,RS
2fc108f4ec29a03bbbabeeda90f5adfd,690163fddcf846b9b94744fc12ef7c61,96418,bage,RS
8274d1ce55f63b53a080471c910dbb77,ee94dbe35cb7b09f88d6bb0a8e23bc4f,68148,brasil novo,PA
17b162e0b8cd336b0c7624a8e463076f,50d067af4bbd9a299e40a68f6ab31e50,90150,porto alegre,RS
9c92bf6c552a735ca395ce754a61ce31,98cf2f6f61000afafb2c1a276f5c21ba,7273,guarulhos,SP
2814ddad2bdc3682d9f32b3f4c86dd7e,8a8a31d188c3cf9dea0126d1b1049c18,13400,piracicaba,SP
790a05c9cb4a2ed50d88ef313a7e9dfd,ee4fdf2f9e5f4a1b211db070c78b1215,37200,lavras,MG
e593c28fd3bd8594f6b393bc9cda68ea,64e787822e7929bd4c4ac6ecb2fcac40,13732,mococa,SP
b52534c73cea7912f255f9a6e19ce222,d99cf97b199a5b8cfb557442f32de75b,2463,sao paulo,SP
a85638ed41e850dcc25660472cbffbb4,d9d038353abdad5717e9d11c1748736d,88090,florianopolis,SC
fcad74a7e0dff27c33e36cbd78280bf9,1e57acebf9849b1d7af7c21c14c1b99f,71936,brasilia,DF
47729014fea93d77963794163d157644,29611352f130c330ea8b03e27c62d405,59507,alto do rodrigues,RN
0d45270e541b3d3140d7240434b324c8,fec01391a5ebdecf3bd79ee66828765a,6428,barueri,SP
2316633184c54853747f4eba40532234,be85a442ce2240355c868a2637682399,86430,santo antonio da platina,PR
eed06a5744e075618d811e74e1826a22,86552476d5133f3ea1bc914547d91ba1,14093,ribeirao preto,SP
77c721e43535d1b1a32274302b157024,f9597fc39b81c06da320d20e25f3a2c7,58550,prata,PB
feb5ef44ca0e98bf0515ca7a21ca8c90,370d434c6d61693ae8ea5480b7cf8f21,11020,santos,SP
5cc5d672606be228e4f10cb6cf3aaaf9,3d58c3e6c1f21786fbe8e641f355792a,98040,cruz alta,RS
2f1d78af6de0800385a0cc5cf4b7a794,6d107617e509701446292309521f1c22,14810,araraquara,SP
4d34c9e542ce59c69e76a9a4faa40595,40ed92429b77d4bcc4dd00aa47286f0b,75096,anapolis,GO
362bebb0ae1bae65c56e89f183346627,7f335cc9c2c684d92a25b1758d15bfdc,96160,capao do leao,RS
f526bb86f9f476414d20f3def075c794,42f3aebe1309a0f58863f1ec28898969,35302,caratinga,MG
7f9a25e3e3f8323eaf21a6c4e09a29ec,611fe38d3860caa312a7e702f2b8f97c,19880,candido mota,SP
74098bc25189a72fe2fdb1c408bf74fa,9bd84c0b0360260ed6a923b48875c02d,35650,pitangui,MG
c797ffdbae65b56c177d3c1368d03628,b77373c1be1866a704f28814c378b253,32400,ibirite,MG
c9889c41f5b9cb77189f1af324eb1fe6,8858d6560a5cae6209296667e41d07e2,76842,mutum parana,RO
d228372e688f6c326c828e9ff761dc37,d01945e39c3efab4cb031657ef8f2766,36013,juiz de fora,MG
869fd63d218533821c02e7eb6efb1165,05b5bf96be35948171c3ddbf97c7536b,52061,recife,PE
17957722c83ab1eaf53c8775853829a9,c32c9b339cc7c7c1493ff5aaa2d390a1,59067,natal,RN
766716773193d515bbb268dc61c8cc06,b02fdd2b810e62da62cd5b2b26a66cac,44700,jacobina,BA
7fbcc0b4261e7dd30c055450dabb2630,e8dee9ef84844514885d71055d2864b6,90035,porto alegre,RS
6997c3deb214030818b1fd735ebe2581,71c34f81cc9dcf70dd74a8cd883bd8ce,88113,sao jose,SC
4f0c2a0d40df22bbf75a773c7ea9344d,c3a2c7ad588dfa71a59296029be33330,32241,contagem,MG
4987ed7b51d4233b6fc8f4dca9812a06,705a33a400fb826cc9b13fbf613bf82f,38175,santa juliana,MG
5f50465da00b7fed5dd1239f4ecf6e2c,016c60628fc64e15fa5990e58a0b57c1,18550,boituva,SP
2199cd4bd4244284d9ba6004835d0d82,60c958213c3cd48cb3139fa692a060e7,35519,nova serrana,MG
d0fa8739b954eadf1d625455ad82c292,d26636ef59fe895e3791ceb14fbf37cd,13208,jundiai,SP
7a4012f9a7ae8ce611dcc1d6c21f3973,fc13e33242b4f5a32f001a9d5873b880,16050,aracatuba,SP
de5d252d0ffeb5ded6a1bf99b6f7e443,1790b6f9e4cef7f6fe5dba7ab79b7004,88101,sao jose,SC
b35c38c2cd6a72b58cb104154d9782e4,1b147d0d5982b646a839c1952eb1f518,24110,niteroi,RJ
0734e8ed607954bb0d89e1d9435cec68,d1f6133b9a20c8f5d401f476b7706c61,31140,belo horizonte,MG
fa01fd7f92c80ab0d14406bda3204b23,d3f15df5924e63131bcdac6364b6a6fd,14403,franca,SP
72b4e72a035c582189e59261116a9bcb,91fbb29c540749436bdc5c8e812ed341,18700,avare,SP
72084a1e3062cb9ca0a1996696556069,0695109d8c6c82bacc86e47a6246c390,39670,itamarandiba,MG
e192295a80bc140473d53f22afc589f4,243b99bd9ed8a3f460e7289d0a8df291,1125,sao paulo,SP
c561230659c12a017bdb3a60786bc97a,7e18751f9a1a9c1b28daa5f4bad5d162,4940,sao paulo,SP
0075589b789b6bce7b058adab7e9a6f5,ab26376d360f4caa7f34418cff3c9971,90470,porto alegre,RS
5bcd10001c0ff75adb138f94243d3883,4042d0f5f5eb09cd4edf6eb701532ada,16021,aracatuba,SP
1c1673e7f574e2fe2d204f09854ddd0b,c64f0751d9163317080fb55992862366,37500,itajuba,MG
50012e893c4fe8fdc2d146ba64c6c8ef,b453cc4a47ad432c2b36e2644ab066c6,4721,sao paulo,SP
e63ff59204c3f0c9b48e8cf43776abec,021ba14f8e7b9e5c46cc91cfdbcfbbd1,14820,americo brasiliense,SP
159132ab31eb3c8a1061ed18967f720b,12138e8ba93973c9b561253683f5581b,13271,valinhos,SP
f85c84778033505977181ec858c3c07e,4c8810fd8c66d4d2c59cf37fe0ef3778,37140,areado,MG
0ce2e9b14cff24808d5d4aa835c7252e,85f9a39063d8b553306fca71d542f060,3286,sao paulo,SP
2bd859804139f43a638beb3cabc4b204,0f1190ffa87d71271b42b9df8245258f,78128,varzea grande,MT
5a7346263920ecab0f88da703bbaf3b1,0fb360a422d2297dcf21d4d7b91028db,22793,rio de janeiro,RJ
