review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
cc9e8f33c410c17cb2733d0bab5bbed2,2eb223bca7f1fae261d99669d7e8b20d,5,,"O produto chegou antes do tempo estipulado, sem danos.",2017-08-15 00:00:00,2017-08-16 14:31:47
034bbd88dec5f15a61467c7410aaa28b,ea1c943b92b11b5d15ba43481b4e3ab8,5,Excelente ,"Estou muito satisfeita com este parceiro de vcs que me enviou este produto, e também com a Empresa lannister",2018-05-22 00:00:00,2018-05-23 11:00:46
eb7ee712ffda46cabfbcbd89d4a910c4,06d7e8cde0488b6d0b67852d2295368e,5,,,2017-12-11 00:00:00,2017-12-13 21:32:47
433f2177817b7f3c6785b7fa3b7afee6,c23cb80af0f010fd4115ad42f91c7822,4,,Bom produto.,2017-10-10 00:00:00,2017-10-12 15:58:47
f8268f5bdc74329e0476efcce6ccb535,e4b08027ba9629dd5aee79bff0dcf804,5,,,2018-07-24 00:00:00,2018-07-25 11:15:54
c19761c8e31c2f2a2d0d9865d0d9649c,beb0371fd8e15514a2b14b1f2e023606,5,,Ótimo ,2017-10-20 00:00:00,2017-10-21 23:49:43
1ea65994a62afc67001265e336cd8d31,9d0516ad96d793d308cec3c5929ed649,1,,,2018-01-18 00:00:00,2018-01-18 15:26:17
22102a1ba151a123d5fe30d18ff1c125,789ad4169dcd29dce4417a113de1e0a0,4,,,2018-03-14 00:00:00,2018-03-15 00:03:16
19205116ee41519ef5f3a2814f341372,7049ca1ff975d9decf0802e3cb983e40,4,,,2018-03-30 00:00:00,2018-03-31 16:59:12
93f22b62731b26b938ad7d888a7f0711,0e80c0d12085997d97ada58dda2ed84b,1,,,2018-04-15 00:00:00,2018-04-18 20:27:53
fa460ac8f716cb2c41c2f42bd9924abd,8f6f263a5e96515d5534199b74cb7748,5,,,2018-03-23 00:00:00,2018-03-24 15:39:52
807d71beffe8bdd4eef2e7e1e5d93f69,81c684bc700b0e67cd0461f8f1216b0b,5,,Muito bm,2017-04-12 00:00:00,2017-04-13 01:36:44
261cccc3c7238d6768b6a94840ab6db3,da8bc2d014ed786a33f34355399d6735,5,,,2018-06-19 00:00:00,2018-06-21 19:03:50
76f550dfd7eec0a7ad60d0ec84c51de2,69b9c3b717d29b276ed35ee72178a6ab,5,,"O meu produto chegou antes do prazo prometido, muito obrigado, recomendo",2018-03-28 00:00:00,2018-03-28 23:28:45
a398587c7f4146f3f6ebb8a1ed0b1162,451f91bceb227dfaad37f67168fbfd59,1,,"Vieram apenas 6 livrinhos e não 18 como consta no anúncio. Quando liguei na loja me informaram que cada livrinho tem 3 edições, ou seja, cada livrinho sai por 23 reais. Me senti enganada.",2017-09-16 00:00:00,2017-09-19 01:39:53
05b010922b1fa97a0535f24d8491d5e9,3e94a8c8e34e42fff9e500e404d5d233,4,,,2018-05-18 00:00:00,2018-05-21 10:43:03
8ed5c00d7ff8ab025f0f06a86afdb036,85c4170fce54fdeff14d1bdfbc01ccb5,5,,,2018-01-27 00:00:00,2018-01-28 00:09:58
116077bb524a800530679d4a60bfe939,4189fe8c734261c2d73d1d42be33b3e4,5,,,2017-07-18 00:00:00,2017-07-21 16:56:49
5f686479f5b05a1ee292aa8234f9450c,491a1ab187b3a16213aa5b385333d943,4,,Muito bom,2018-01-12 00:00:00,2018-01-13 11:34:45
eff8c340ea17d7b440c289c24f47ac44,6e8cdfac9a1f0a25230f4624a4d707f3,3,,,2018-05-04 00:00:00,2018-05-08 12:05:27
39470c3a136f1ddf3fd30206144a2418,37e2f07d315a41d5a272a4bb61fa0b01,5,,"Produto chegou muito antes do prazo, parabéns!!

",2017-10-24 00:00:00,2017-10-24 17:34:28
3a21ae457c5f179865ecb8404534ea93,82be2384f5d2751770574b84da68f2c1,3,Entrega ,"Entrega no prazo, frente justo e produto com bom preço. ",2018-07-26 00:00:00,2018-07-28 23:49:10
553e91d3e07e16e714d11368b98e1a7c,b562335292868936c122b33bf8485b13,5,,,2018-07-31 00:00:00,2018-08-03 13:22:53
8ed4260041fbcd134a9e109e9888e70e,518180932a657bc87784d978e586649b,4,,Muito bom atendimento.. parabéns!,2018-03-20 00:00:00,2018-03-21 08:08:17
3932b177e4c671218f88171e216320a3,245ddaef16302f47bdda5b7549ea20fe,4,,,2018-04-22 00:00:00,2018-04-25 02:59:02
a9160e934f1e683b7e42a4d02369867d,96c31596f5df2ec1fc71f5849a903305,5,,"Ótimo produto, recebido dentro do prazo, recomendo a todos.",2017-09-11 00:00:00,2017-09-16 18:15:08
4f6a53483bcd5bb9f8b7ce54a0dd1d5f,fdf3b97e92962b8843c67a2c85c21f58,4,,"gostei muito da compra, veio um caba do força que eu nem esperava, e tudo ok.",2017-07-16 00:00:00,2017-07-16 19:30:04
149794195f297ef1b10e4325780fdcaa,29f95ab000e30a2a4dbeedb73c7357f2,1,,,2017-09-21 00:00:00,2017-09-22 02:14:17
0dad80f2f601b48c0d0412bd4510db1a,9818f8bd7eef5b43fdb528e73bbd6f39,5,,,2018-05-03 00:00:00,2018-05-07 13:49:57
49d9aceef14b07faa2de03db6e734a8c,96d89a80126756983acb2d1bfbd97117,5,,,2018-08-28 00:00:00,2018-08-29 13:59:03
6967a9b96d0bbf2ca6568c77eb71ed82,c2e858dea271d5346de79ab8859bc5d2,5,Recomendo ! ,"Produto venho em ótimo estado 
Perfeitamente lacrado 
Chegou bem antes do prazo ! Recomendo ! ",2018-05-29 00:00:00,2018-05-29 20:59:02
28294855f599854f4fc2124de5af907c,a71500bad3f392b20ef73778b135379a,1,,Ainda não recebi.,2017-06-30 00:00:00,2017-07-05 12:03:11
3033cad1da5d945afb7439236f0121a5,c8dc9486538955f490d0a13d54f76fe0,5,,"O produto chegou antes do prazo, chegou em perfeito estado parabens lannister continuem assim",2017-11-04 00:00:00,2017-11-05 12:37:13
baeb4d53f1762e0fefbe4d6bb103c2b6,18cbe13511542b17fb381213e324d4e6,5,,,2017-12-28 00:00:00,2017-12-28 21:30:12
aea697692c0df97498e9c6bc86ba699d,cf3a11ded6899d6b589a1e4a4a4308c0,1,,Tudo bem ,2018-03-29 00:00:00,2018-04-01 23:53:04
ddf2053a4a2c6eb18a78673b74ed949e,2b816c3dd6289435f8cbb71f22f4061f,1,,,2017-08-25 00:00:00,2017-08-28 01:11:16
7d8af80bb8159833709292411c9ef8f2,b99a2af18c8b691f20039d4696badee2,3,,,2017-08-09 00:00:00,2017-08-11 11:05:09
b65f7da5c2c68667afc83e22229f8c52,b13ea9f410b092728700af281c0b3663,5,,produto chegou em ordem e no prazo,2017-10-05 00:00:00,2017-10-06 20:54:48
f57b03430136a6e0bbdea254eb1ff13a,314a447e8e7745c6ea8fa459dc6c1ba7,5,,,2018-03-24 00:00:00,2018-03-26 19:06:35
0d5c5913b67762cb890c63a20a00faf3,5ea857730c2e2b2c0eb0cf640d586126,5,,,2018-03-24 00:00:00,2018-03-25 02:19:17
4fff862384a8604b71539f5c8c223aee,aebed143b42af20da37583ee7e4cb7e0,5,parabens ,parabens pelo site facil e entrega no prazo ,2018-05-01 00:00:00,2018-05-06 04:20:50
dd85c266743cebb5a147c38bb1ec5c01,33e0807c2b09499ec0026e216114cefe,5,,"Excelente qualidade
",2017-11-22 00:00:00,2017-11-25 03:43:38
81000d3a5d881a42ca0854f210e11bb8,af15ff821c39e3eb5fec800be3d79841,4,,,2018-01-10 00:00:00,2018-01-10 17:46:41
da324e9fda8ea86da1b3d19e85dfbca7,dcab23fe1f0afbe711b3092b6552f03b,5,,,2017-09-14 00:00:00,2017-09-15 11:23:36
6a991ed12da5f51c6495341c7118da85,aa58a30c8b573ee19140cd6d185534d1,5,,,2018-04-01 00:00:00,2018-04-02 00:06:59
200378d1b4f7d6a6043461eae00f4bba,f039d9e86fb732c181b3ab58957e9b70,5,,,2017-08-04 00:00:00,2017-08-04 22:05:44
427e5abe695a24c471b22072661b1754,67ebab4ca75954aa4385f837044a65f1,5,,,2018-06-29 00:00:00,2018-06-30 02:45:15
668ed0291a5f75be2b1a909374d009bd,a3a81e0b3771258744b5002e1ab03ee6,5,,o produto e muito bom obrigada ,2017-04-20 00:00:00,2017-04-21 09:35:34
4b1e27553e341ee2ff2bebaf5e550996,31c2a1051b9b9899d82d9b980ec8775d,1,,"Fiquei acompanhado o produto é ele estálava parado em Ribeirão Preto desdo dia 27 de fevereiro. Só agora, depois da data que está vindo pra São Paulo.",2018-03-18 00:00:00,2018-03-18 14:10:42
766e8a3d1b8927baa391b7c022549e9b,30300815be5e1666c028d3c07e86f847,2,,"01 termometro veio quebrado, preciso de outro.",2018-04-25 00:00:00,2018-04-26 16:25:49
fea0c44e1764fd767e849ffc4838a6c8,059b6e617cb9675ad8bc74b7aa750e7d,4,,,2017-02-22 00:00:00,2017-03-04 22:57:13
1529d18ba73de72cdf6bd593ed499b4a,30cb9807736cf9827533cf34b10969d8,3,,,2017-06-01 00:00:00,2017-06-04 12:59:33
db696434faf5e78768ef21ed5661266b,a20d38e431ba45fd0e34c5e8e82fe4c0,5,,,2018-03-22 00:00:00,2018-03-22 18:43:56
a93e2a5ee11c24019769264d2ed715ad,420f91c697d0c439258fed7df363cdb4,4,,"Material excelente, entrega rápida antes do tempo",2018-01-10 00:00:00,2018-01-10 21:47:52
67c4686d928dcf75d7f59e6030689984,c524e7bd2510f74fed9e94b894472306,5,Entrega muito rapida,Muito bom.,2018-08-17 00:00:00,2018-08-20 11:22:30
40f5e49fdc24e419ca8ee8c5ed97d114,99858c2ee75228a1cd8afbdaa5e37b7f,4,RECOMENDO,"Chegou a pouco, antes do prazo, produto funcionando corretamente. 
Não dei 5 estrelas, porque ainda falta avaliar a durabilidade do produto, rsrs",2018-04-24 00:00:00,2018-04-27 09:12:04
16d1bf0d2856cf6e1b90a50f6cceee64,5d86042018c63cd078fd946e3540d565,4,,,2018-04-17 00:00:00,2018-04-18 19:07:32
c6c22be528c6ccc8c94f702c86c1d297,3b07fa165117888d45604ca27f44940e,5,,"Produto entregue conforme o esperado, entregue dentro prazo ótima qualidade estou satisfeita.",2017-07-19 00:00:00,2017-07-21 23:45:41
859521f4deb6cdc72b88d65551d75f5a,4e274937e70553f7fa77357b814afd77,5,,,2017-08-24 00:00:00,2017-08-25 02:23:50
4913be345159a3151c060698b518e99c,1c1975ccdbd34c48a241f30cc2258dbb,1,,Prazo de 40 dias e ainda sim passa do prazo,2018-02-24 00:00:00,2018-02-24 11:28:09
259a948868444690e48203cc4a99605a,efaeae23ce63af9377c93a7458a9011b,5,,,2018-07-12 00:00:00,2018-07-13 01:26:44
561333972e89bff89c30ee8d31969580,37e32b54f25d2472acbc642f7e539a36,5,,,2017-07-18 00:00:00,2017-07-19 20:26:11
fed4cacdec27afe4383a3fcedae42e82,a9db19260d4597e49840ec0146f0d3da,5,,"Produto de qualidade, prazo respeitado",2018-03-13 00:00:00,2018-03-14 11:08:24
98b81c5b566db83f627d7a83e869c4b4,511e75993a3d9bf8c19c8e730daa49c0,5,,As crianças adoraram!,2017-12-11 00:00:00,2017-12-11 22:51:03
94c84de65784976b0609da9f64f41717,345f6867e8f97e11fb9f1ac091b18df9,5,,,2018-06-19 00:00:00,2018-06-22 22:27:35
6ec399902962c0f433167ecf9d4d680c,dcccedd7ddcb971baf4602e441503030,3,,,2017-03-17 00:00:00,2017-03-20 12:15:33
348f6373b7a445885d64a4d8dc9d5c21,7af7e9221757663bb19abb52d6acebf9,1,,Ainda estou aguardando a entrega do produto!,2017-03-28 00:00:00,2017-03-31 12:49:32
151192b30732c42139058602003305c4,5c110a6989b5bf2b90e611d478bafa3e,5,,,2018-02-23 00:00:00,2018-02-24 02:40:26
d2d0d8f97f7e5353193a2e63e7230860,b4454ac5d3550744c26cb851e267a889,5,,"Chegou tudo certo, antes do prazo ",2018-07-24 00:00:00,2018-07-26 20:36:59
e8671beba34e70a94bdf668e2d61e01a,4932255e68f63e3a5f809bd4b96fc9a1,5,MUITO BOM,O produto chegou beem antes do prazo estabelecido. tudo certinho do jeito que eu queria. ,2018-04-25 00:00:00,2018-04-26 20:27:43
900f79cd6f50fc3f13f1b40e5b4f0c6a,0cce12b5e68a55914cd38b40985f7262,5,,,2018-02-10 00:00:00,2018-02-10 18:21:05
faf1985115dfd91efc60117835f92e8e,efe9a00980989785f6defa2602f5e4cd,5,,,2017-07-20 00:00:00,2017-07-26 02:35:53
9043efcb9bdb61f596768e9a8f8f5aaa,2f773c64787631d6c8c0b98193a166eb,1,,ainda não recebi o produto .. estou preocupada,2017-11-25 00:00:00,2017-11-27 13:26:50
a55d4f2734478453397e39dcc5eb0e06,1fd00a38cb5caa89ca06e82069412d5f,5,,,2018-01-18 00:00:00,2018-01-19 02:08:50
601798aaf8bd13bdb3b80732a36b13c8,cffa313cdff9d1f11d1a4d18be00369f,5,,,2017-12-27 00:00:00,2017-12-27 23:45:51
51d025cb8431a67ee7b6e94d29219e32,33eefd3aa85eebe6a110e9fcd67e8be7,4,,,2018-03-10 00:00:00,2018-03-12 18:02:06
fb827e3a814bf8d2500a4b903f211f85,af9b17f2f1dfb02d55825bd0d7870d0a,5,,,2017-08-23 00:00:00,2017-08-25 12:41:10
edcd5ebf64c1b2994421d28b5da4958a,c26c0e4d81f8dabd04bd61f7545ece54,4,,,2018-03-10 00:00:00,2018-03-16 16:21:37
1d1a3e3310796ea252f9c39a87905adb,36a21ebc447622cc9eb08312851c256c,5,,,2018-04-13 00:00:00,2018-04-15 15:32:07
176cc048a52801ae90f9284cb9ec83e9,758c123811f3da2280246ba25f4938d1,5,,,2018-06-07 00:00:00,2018-06-08 01:40:33
178fa4a4dd5f0fdbcd08e2bf5276c573,8e3f8be6e1ce8ec5b39dae59e0aabcff,4,,,2018-04-12 00:00:00,2018-04-13 13:46:26
c361fd686c13d876e800c6fb2d23847f,13891a1a55cf023484b8b06a5c08049b,4,,,2017-05-31 00:00:00,2017-05-31 19:22:47
4ffe3563cc7d92233fdc2ac5ddf79544,544df729b9f6aab28aac429b38ed7b0b,5,,,2017-11-08 00:00:00,2017-11-11 01:03:33
fc3f43ff84eec2ce5ba027d48b5eeffb,a7cab2d2ad5de6e0bd0ede9e8d3a1322,5,,,2017-12-27 00:00:00,2017-12-27 17:26:22
4d23c64e6c36844709b59778b0b197b3,6f8a410f9542c68dbb680d2aa47b6d14,5,,,2018-05-09 00:00:00,2018-05-14 10:11:00
0422149304ab53d020dde96d2ef94c33,c0567ba9f6736e00d05c404aac7c9430,5,,,2018-07-11 00:00:00,2018-07-14 10:41:49
b473f96f70a5f226d4b53a66034938ab,f4ab7da19e58e253e0946d32501b279c,1,Péssima loja,,2018-04-26 00:00:00,2018-05-04 13:20:02
b88f5c8a309b6494ca1201130ca246db,26b5b516adaae71986064b4cd22076b3,4,Bom,Atende ao esperado,2018-07-31 00:00:00,2018-08-15 19:27:15
fa4e9223a55e26f5c5815b99e739294a,93fa3ccf2f8069af481c6634299a29f1,3,,produto improprio para consumo pois está mofado,2017-12-21 00:00:00,2017-12-26 14:02:50
d2f16cd79d874dc619402f8208b6ff51,6e3febfbf4c5231d475e996a192c7076,1,,,2018-04-07 00:00:00,2018-04-07 11:46:55
7c3ce172e497817365026b975e94275d,f1fc8634fad0f0a2b838c28a680deb92,5,,,2018-02-07 00:00:00,2018-02-08 00:03:24
0ad57b9e68d4d34814464772b6de54fe,d22f0b06e1519065d7eddb2ba6b79b63,1,,,2017-12-17 00:00:00,2017-12-18 04:22:36
90a2e3a8f008898fa29a84fb57bce1ab,29b5fb8fbe3ab424950e7dc90172f6d4,5,,,2017-12-27 00:00:00,2017-12-27 16:51:04
82efa68aa5e432dc7f2e92bcc59a66f8,6172acc45ea968ebfc452a0644b1d6e1,5,,gostei muito bacana,2018-04-14 00:00:00,2018-04-17 16:44:47
78ce14a2e9f455ba981635e1374b0f1a,b0c24ba8fd93348465e99a9cfa27db35,5,,Entrega antes do prazo,2017-10-21 00:00:00,2017-10-24 19:11:00
c9cddf5ed39285573fd3d1fc6e4a5e07,17aee91466443df022e04e60326597b7,5,,,2017-12-07 00:00:00,2017-12-07 19:16:39
1ec66f1d7faa09d1718ea2a64daca0bb,cc625d1a7ebf7409c72ccb3798115ca9,4,,,2018-03-15 00:00:00,2018-03-16 00:05:02
c8399a6426ebaafaa32effec601abd92,fe166f25e5b4e549094b37531b20cd19,5,,,2018-08-22 00:00:00,2018-08-24 20:43:50
2f6a00af0e2652da93aa3c7d26f2da5d,f8577a7c62ea6630f36ed31870b83462,5,,,2017-09-12 00:00:00,2017-09-13 01:24:12
e00461864d1fb1217fba3699730c959d,6ab6cbb9cdca38f755b319eac5846cca,3,,,2017-08-17 00:00:00,2017-08-18 20:15:53
3ab3ec3a76b46d8fd46f7da4f30d4240,0509b3b20635c8d54544dc048d95318b,5,,"entrega antes do prazo previsto, muito bom.",2018-07-05 00:00:00,2018-07-06 02:02:05
a5915b7cd2b0f91e2b76d6199170410d,507d1e709281d55c6f0f4901f3ef00c9,3,,,2018-05-05 00:00:00,2018-05-09 03:09:55
5fa335159600530ba4e5b1c65e85cd92,71b17a1dca06f13bc0c69595e244d3e7,2,,O produto não carrega nem com 10% da mesma capacidade que o carregador original,2018-02-24 00:00:00,2018-02-25 08:52:08
78a8ab3d13e61e65024bc99819ac21df,579a374cc762b45a6cd7ed81c484648c,5,,"o travesseiro é ótimo, super confortável, e tem altura ideal. ",2017-08-19 00:00:00,2017-08-20 15:37:26
fc9024c4baf1af87364b6a608ebf7e60,d2dd52f27ff69c333cfe7c6dbd4a6a08,5,,Chegou na data combinada nota 10 recomendo,2017-04-12 00:00:00,2017-04-14 21:03:05
f0bdfef0eb163de910a37da9dce361bb,1e9352dba893481b509cf78caedc1cc5,1,,,2018-04-14 00:00:00,2018-04-15 17:33:55
d427002bb47b736fa7b521bc26c3009d,5f1b02bb30db18d2091666741c05684a,1,Chateada,O produto ainda vai chegar?,2018-06-06 00:00:00,2018-06-07 09:22:35
1c483e4c47d3a977e9bfc6430acb749a,bed4f7a218b7a0b93f1bd6dc0fc8e640,1,,O controle não funcionou no azamerica s1005 ,2018-01-30 00:00:00,2018-01-31 13:08:48
5ddc8819694d30d2b784f813f52a24f8,3f3410465f157511bd8a870e53348d17,1,,Eu quero saber onde está meu produto que Ainda não recebi !!!! Esta demorando horrores !! ,2017-04-11 00:00:00,2017-04-12 00:17:46
40b01ab71da398267e52bc7cc85b4bbb,fc6fa7fa7977262db8df0b27a56474d8,1,,"Comprei duas malas para viagem e só foi entregue uma mala no dia 19/03. Já mandei um email solicitando o porquê que não foi entregue também a outra mala, mais até agora nenhuma resposta. ",2018-03-20 00:00:00,2018-03-21 12:12:47
c1c6ad479913c4a9d515a458db4ce46c,27a8554e167c321378d1c899a0b8b8f6,1,,,2018-02-17 00:00:00,2018-02-19 10:05:35
dd637f7d450ad9b231755668f8974707,04464191f1b76f60684eac5609f3bdda,4,,,2018-08-03 00:00:00,2018-08-04 15:02:16
4548534449b1f572e357211b90724f1b,a2ac6dad85cf8af5b0afb510a240fe8c,1,,"quero devolver o produto comprei um veio outro;;;
quero meu dinheiro de volta. ",2018-08-18 00:00:00,2018-08-19 00:39:54
bb534d3321877a4b584827626fdc179d,23d0e1d4771f03561178a0997255ec3f,5,,,2018-07-11 00:00:00,2018-07-11 20:26:29
986b2e6308248189bdcbdefff29b2b0b,a7737f6d9208dd56ea498a322ed3c37f,4,,,2017-11-07 00:00:00,2017-11-07 14:27:18
7d577281e44e17b9ccdf61e2fcf17f4f,7784ad61e5fa7f7936465d248cc5d9ec,5,,,2018-03-28 00:00:00,2018-03-31 00:05:40
beead9167b43ff1f79673c464cbcd66e,cf0279ca08c3174b3d12ac64091f859a,5,,,2018-03-12 00:00:00,2018-03-12 21:16:41
a4fe817c9761110372e116f17171dc67,dfa89510eb5c9e15b363ec8395e702c1,4,,,2018-01-13 00:00:00,2018-01-13 22:36:23
ed72282669dc44e0c531ff09aac82ed1,5cd9658ba9e8ad15b491928fd7ec370d,5,,,2017-09-05 00:00:00,2017-09-06 00:32:02
dc3dd227c744ec9b728cd440e27222c8,3e209a35ca9fb429434e538d9a015df5,1,,A mesa que recebi não é nem ao menos parecida coma que comprei. Não dá nem pra.considerar o mesmo tipo de produto.,2018-02-20 00:00:00,2018-02-21 02:13:26
91f2804b6de722c015aef532f99c9e33,ca29d7cf8cb37d08e6a73c1128859290,5,,,2018-01-25 00:00:00,2018-01-25 21:38:41
1ae3a56dab53059faad7630b6fdf24fb,f9f5a6122ac5d668e8bf05b61354507e,5,,O produto veio no prazo e é exatamente como eu imaginava,2018-04-19 00:00:00,2018-04-21 22:23:11
2ef3d6a66bdc31337a9f65201ac61713,10b5d5c95177be116333e9a65a6fdea4,5,,,2018-03-14 00:00:00,2018-03-19 19:08:23
71fcc76728efa870e84af5aa77f34e03,dd25c0d770dfe6c63eeb2949b311267d,5,Muito satisfeito,O produto foi entregue em ordem e antes do prazo combinado.,2018-05-10 00:00:00,2018-05-10 23:07:28
0872e0dd8677dd7489a035ec4b828084,b168d329f34145f3b1bd2d09ba74f0a5,1,,Ainda não recebi o produto,2018-01-06 00:00:00,2018-01-06 10:33:31
3e0819ff388c7b05daecef92a99a60bf,c99247cb33c25f5437100c61f7289804,4,,,2018-02-17 00:00:00,2018-02-18 14:02:41
ce64f521789eaa15a0b724b53ff2e056,cba3306126337d8de821145b22b9b0e0,5,,,2017-12-12 00:00:00,2017-12-19 12:24:25
dbec75c3af366f2a2561808ca256eb48,c0c1dd37a8e883f0250adaa36b474263,5,Otimo,"Atendimento especial,adorei comprar nas lojas lannister pelo site o produto veio correto.Parabéns pelo desempenho.Sou um cliente satisfeito",2018-06-19 00:00:00,2018-06-27 01:49:48
