order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
c086b991f822021af445dbcd355fcf73,32fa500a4e324c15904b33f89ec561c4,processing,2018-01-05 18:35:23,2018-01-05 18:47:33,,,2018-02-06 00:00:00
b5c372b6166768fd040afdb4f18a4b4a,320567e24f1b4c7c15f405f9f4923715,delivered,2018-02-14 17:42:43,2018-02-14 17:56:10,2018-02-16 12:35:36,2018-02-26 19:24:05,2018-03-06 00:00:00
a380e6e7800d5e6d6fb008fe587e4202,0adafec56047601ede5352ba02a5c5bf,delivered,2017-02-22 16:30:40,2017-02-23 16:42:49,2017-03-21 11:08:55,2017-03-23 12:51:35,2017-03-21 00:00:00
73863aca434e1d117e45109bea6f1937,f3f7e581618408da1e8d5ebe236082b3,canceled,2018-07-29 00:05:24,2018-07-29 00:15:14,,,2018-08-15 00:00:00
8fe36dfd03ccfe3ed3d492c146705b9d,f18d013a75e175123bdcf626f02f8212,delivered,2016-10-09 22:34:11,2016-10-10 12:02:47,2016-10-15 09:57:52,2016-10-18 18:04:27,2016-11-30 00:00:00
a74a1bb28cb0ae0a239270f8e3a85cdf,e3b8e1052eabf24ff52843086a5f4508,shipped,2017-01-23 00:53:05,2017-01-23 01:05:11,2017-02-03 15:16:29,,2017-03-02 00:00:00
adfb9e0fb02034c05e4cdf3395bba600,d7f20de008f6b1c94290f25cc2631d79,delivered,2018-06-11 13:54:33,2018-06-11 16:31:48,2018-06-11 16:16:00,2018-06-16 16:44:39,2018-07-05 00:00:00
e9bc1fcc21b86cf4cb36691f99e96366,2bf11acc3fc73d36519ca18da97dd2d5,delivered,2017-03-16 18:07:41,2017-03-16 18:07:41,2017-03-17 11:03:32,2017-03-22 12:31:47,2017-04-06 00:00:00
af922ed57b4035c102a373ebdf34dbbb,7623e68f8fc6d03858171f8ee5d78ea3,delivered,2017-11-25 11:08:03,2017-11-28 03:20:58,2017-11-28 19:39:24,2017-11-29 23:36:24,2017-12-11 00:00:00
624c268e0f962ef1cbf0033ad522f675,bafa2b1bf446e21ad617511be6078573,delivered,2017-05-03 11:34:18,2017-05-03 11:50:29,2017-05-05 16:56:34,2017-05-23 09:29:34,2017-05-30 00:00:00
37e1d9b8fc877b2c60bf51d2c4d8dbc6,59d688a4ae12c26301c19fc90cc15ce2,delivered,2018-01-03 19:28:12,2018-01-03 19:35:24,2018-01-04 20:10:04,2018-01-09 19:27:56,2018-01-19 00:00:00
3c49ac24936ce58ff09050d9878c2130,e92cab1b223966170902cdc2fab8c41c,delivered,2018-08-16 01:10:07,2018-08-16 01:25:14,2018-08-16 08:52:00,2018-08-17 18:02:29,2018-08-30 00:00:00
114e12eca60507f3e3153182f258684d,a7b3bd7ba727dae2bc4a68b78b7a7c64,delivered,2017-08-15 11:14:25,2017-08-16 03:26:11,2017-08-18 19:22:18,2017-08-29 19:41:49,2017-09-13 00:00:00
90d589e42b7249c447d31594bd992684,eb8251dd2b05fbe4a9b75bf108da9970,delivered,2018-02-20 15:46:22,2018-02-20 16:08:23,2018-02-23 18:08:01,2018-03-03 16:03:26,2018-03-06 00:00:00
e8596a031f6814efc9b04e857f053ac6,a3c2953e0ee33d6881da8b52956198b2,delivered,2018-07-30 21:54:34,2018-07-30 22:40:06,2018-07-31 11:32:00,2018-08-03 01:52:26,2018-08-09 00:00:00
614ac345b8ae4fb04e145cb26a089760,28e804a0bb410951414f16c56d93d80e,delivered,2018-03-15 14:01:17,2018-03-15 14:15:52,2018-03-16 22:42:02,2018-04-05 13:05:30,2018-04-06 00:00:00
c67d6454958f638555556ae0b89729ec,d44fc88de50668ab07b03e6a25bceee6,delivered,2018-01-26 13:55:40,2018-01-26 14:22:04,2018-01-29 20:18:59,2018-02-09 18:15:59,2018-02-22 00:00:00
ab0440479873dd65da01b76ae53ec3c0,266ef8e8154fa4da8479fcfc85ccad8f,delivered,2017-11-25 11:59:13,2017-11-28 03:44:26,2017-11-29 13:18:57,2017-12-07 17:33:47,2017-12-20 00:00:00
a2db088616f079ceb7a0e856f8a741ca,3cfaedb59f39332d98cde2d6a9a1de08,delivered,2017-01-25 22:19:19,2017-01-27 03:05:41,2017-01-30 17:37:56,2017-02-06 10:53:40,2017-03-02 00:00:00
66efaa03a4b4236e90751074b59f4b78,e405b45d1a92f47e9aea63e461a41a99,delivered,2018-03-11 14:14:32,2018-03-12 17:49:15,2018-03-13 20:37:21,2018-03-19 21:22:18,2018-04-02 00:00:00
128e25daad5ed194273bd283c67d0539,fc4c40b6cf427547806e1f7b248c1e5b,delivered,2018-04-03 13:15:11,2018-04-03 13:30:21,2018-04-05 20:24:41,2018-04-07 19:03:58,2018-04-16 00:00:00
67a59d439611f207e8a3283540cda71b,9e27532e607078fbff6344b7c1063e65,delivered,2017-05-23 13:49:10,2017-05-23 14:03:22,2017-05-25 14:55:49,2017-06-05 15:08:09,2017-06-22 00:00:00
0f1755872b47fe8564531daeef356987,0ae2c954e68238f2a8f8ff8b24766bc7,delivered,2018-04-16 12:46:09,2018-04-16 14:11:47,2018-04-17 14:34:30,2018-04-20 15:48:50,2018-04-26 00:00:00
542d558d7cd9f734858beabe2622b2bd,fe4a3d31418fdf45182fcea36d1515ba,delivered,2018-02-21 13:25:44,2018-02-21 13:35:42,2018-02-22 16:22:58,2018-03-22 16:28:46,2018-03-23 00:00:00
9afefeea80a45adfd67f304e735aed05,152e182124295891034ebacefe99e1f7,delivered,2018-04-08 21:01:27,2018-04-08 21:15:19,2018-04-09 15:27:59,2018-04-17 23:38:27,2018-04-25 00:00:00
12a5b8020b9000268a9f108bfe97cbe0,ce0fb071e08e4abd8134fd3401b23456,delivered,2017-05-17 13:35:45,2017-05-17 13:45:10,2017-05-23 15:34:57,2017-05-31 08:52:47,2017-06-16 00:00:00
aa7c35fd606f4275e267e859c6a84d0f,8978d77f12a2fc5b1890c49b39dd288a,delivered,2017-05-23 15:55:34,2017-05-23 16:40:05,2017-05-24 07:49:07,2017-05-25 15:43:27,2017-06-05 00:00:00
01882618ede11253381513166b49429e,8f7ecb4570dccd8aeb216db7823da1de,delivered,2018-06-24 10:53:21,2018-06-24 11:58:10,2018-06-26 09:03:00,2018-06-29 14:16:53,2018-07-23 00:00:00
2b7348f9efa4c873465d66aba3fa20a0,89c84aeb59d0a7ff9bbb7caf35ca29e6,delivered,2018-08-20 21:01:51,2018-08-20 21:15:07,2018-08-21 13:55:00,2018-08-27 20:47:36,2018-09-10 00:00:00
d935a08ef5c50d36476868e9413cccea,bdbec4574e600193aa141d27a2fec1e8,delivered,2018-07-08 19:36:56,2018-07-09 19:30:22,2018-07-10 12:14:00,2018-07-11 22:52:46,2018-07-19 00:00:00
b8cc45abc3a6bd43c8a4f86b627de53c,1f430b21c4a9a9c8c272db2699452b41,delivered,2017-10-23 09:08:04,2017-10-23 09:30:52,2017-10-24 18:28:02,2017-10-27 16:52:44,2017-11-10 00:00:00
94b85615d0bf9757c6a3b1a20be1a9cf,5738d0a3932e3ae32a2169b9040e5c0b,shipped,2018-05-14 09:17:04,2018-05-14 09:32:25,2018-05-17 14:11:00,,2018-06-04 00:00:00
7d62309ce7160a95af5b22f91e039c75,3fdde9457a17527537b064818b4c0169,delivered,2017-09-14 16:29:22,2017-09-14 16:45:39,2017-09-15 20:22:21,2017-09-25 20:42:00,2017-10-04 00:00:00
cef5e3ca97aed8bc63fe5f55a26633a6,9725311a745485cdbc57eb469008bab3,delivered,2017-08-06 00:19:53,2017-08-06 00:33:20,2017-08-09 20:07:43,2017-08-23 21:22:31,2017-09-12 00:00:00
88116b0150974240461df371862faa33,5dd43f00d95ca055b4027421fca85b83,delivered,2018-05-16 16:41:40,2018-05-16 16:57:00,2018-05-17 11:58:00,2018-06-04 13:38:29,2018-06-04 00:00:00
d81b4394870364ad09c029cc7d9814a3,333d82983995ece4bf3ebadf4de10201,delivered,2018-01-05 11:07:51,2018-01-09 07:16:54,2018-01-10 20:17:16,2018-01-12 21:59:21,2018-01-29 00:00:00
56eb4939c8d3115474ab6d6a17c8f5f8,bd8fb526b865b29b6f487cb18bce432a,delivered,2018-02-25 10:22:54,2018-02-25 11:00:23,2018-02-26 18:19:20,2018-03-02 12:09:11,2018-03-19 00:00:00
c12a024134a5c992b724942a160a99c6,800d77bc87900f401bd9109dad6f0d84,delivered,2018-03-19 08:56:43,2018-03-20 03:28:43,2018-03-21 21:05:17,2018-03-26 18:28:30,2018-03-29 00:00:00
437ad5a02525073e622a0752d52e8e19,9416442098a63db64793060ee56cc87f,delivered,2018-04-17 19:04:41,2018-04-17 19:15:17,2018-04-18 19:04:44,2018-04-26 02:12:07,2018-05-15 00:00:00
32de90a35e2a57a276be3e36d3c51ed2,20d3e36b53a68bafc960d7af18c91d85,delivered,2018-04-01 18:05:00,2018-04-01 18:15:17,2018-04-04 18:54:45,2018-04-10 02:32:19,2018-04-30 00:00:00
eaaee645b1c3232e02feea76ef993a9e,a02c3848a807fdc92f85e7f72225e1f9,delivered,2017-05-10 18:13:04,2017-05-12 02:50:30,2017-05-16 16:54:29,2017-05-22 14:37:51,2017-05-30 00:00:00
20059d45d5d6464cbf4fa0515c3830a4,f0bfb0e899e6c59163c3d76819d87128,delivered,2017-12-12 11:58:48,2017-12-13 02:33:31,2017-12-19 18:29:01,2017-12-29 19:29:07,2018-01-08 00:00:00
9bd205c61d04aee7fe0ebec1bf0896ee,bcc5985d05e968e92d8075e2929e779e,delivered,2018-03-02 22:38:34,2018-03-03 21:10:26,2018-03-05 22:09:51,2018-03-06 23:42:21,2018-03-14 00:00:00
00f9b6769c6648ac08bf43081d1f2b07,66f800bfc254bf9cec8041dd1896fcb7,delivered,2018-05-12 09:34:32,2018-05-12 09:54:26,2018-05-15 14:53:00,2018-05-25 16:54:36,2018-06-19 00:00:00
990791b9237f52581d0a924b447c6fdf,0e620b2e35b839f1e372e03afd6bd9ab,delivered,2018-08-08 21:52:09,2018-08-09 21:45:12,2018-08-10 12:04:00,2018-08-17 11:18:41,2018-08-27 00:00:00
536b0208ff21c904d9537690f92f0363,d3234269a0c002e31b31048277027f6e,delivered,2018-07-19 19:38:11,2018-07-19 19:50:11,2018-07-25 08:02:00,2018-08-01 21:41:35,2018-08-13 00:00:00
e558bf8bb8fddae947c5ab3a53b8ff64,ecb88f4dc2cb334203374d9ff39cd818,delivered,2017-08-26 22:38:13,2017-08-26 22:50:17,2017-08-29 19:29:06,2017-09-04 14:55:59,2017-09-20 00:00:00
e16f4887f57e05d5e8379d954bae6785,c4d3d5473a9cc20d7acdf866c7cbc1a3,delivered,2017-07-17 08:44:24,2017-07-17 08:55:18,2017-07-19 22:13:27,2017-07-24 12:07:45,2017-08-08 00:00:00
517505d25c8775dd836ecb4e308917a1,d6aeebaa342ead97cc1b16e47d59b867,delivered,2018-04-16 15:56:30,2018-04-16 16:10:56,2018-04-18 00:59:52,2018-04-25 00:12:15,2018-05-15 00:00:00
70fd326c5cd0a2e95b8f8a457d62ee8c,886cfcb187d4931fc041ccd989df49fb,delivered,2018-07-27 15:24:22,2018-07-27 16:31:03,2018-07-31 15:02:00,2018-08-07 12:36:24,2018-08-17 00:00:00
8213bc96304fc0881189c4525f3002f7,77069f163bef4933c6efeea244b3f606,delivered,2016-10-10 07:53:34,2016-10-10 11:03:35,2016-10-14 11:03:38,2016-10-17 12:03:38,2016-12-02 00:00:00
cb344f22b72163e62e6ded63d2e2606e,bff88438740222ebb8b541d836faa509,delivered,2018-08-13 11:43:17,2018-08-14 11:44:18,2018-08-17 15:06:00,2018-08-21 23:47:29,2018-08-23 00:00:00
66b93a1ec24a54f71f9577e88b61dd99,bb04c497a373589c1c05fc047c8f8388,delivered,2017-06-17 23:19:18,2017-06-17 23:30:10,2017-06-19 21:35:30,2017-06-24 10:32:10,2017-07-21 00:00:00
cc3bb9e4d338a896bd8fce41378188a8,cda4ace9d3488ad26d62ad6e0d006ab2,delivered,2017-12-10 22:50:52,2017-12-12 03:50:22,2017-12-12 21:42:23,2017-12-13 19:35:59,2017-12-28 00:00:00
1c1e0f9cc23b897d0dafed078015e273,fdfc8e4fd54596e9afe094b285258121,delivered,2018-03-30 18:37:00,2018-03-30 18:50:26,2018-04-02 21:58:49,2018-04-28 00:19:18,2018-05-03 00:00:00
b0f3b60e4ef21a14515d0e51782a7580,9257eaf90b2795d12c22565ab4b54011,delivered,2017-08-13 22:11:21,2017-08-15 03:50:29,2017-08-16 12:57:16,2017-08-19 14:02:47,2017-09-01 00:00:00
f081d9c6f03801d55a6b730962b9620b,967da4a6fc14335c84934348089551fa,delivered,2018-01-19 15:54:00,2018-01-23 03:37:33,2018-01-23 23:33:12,2018-02-06 22:32:03,2018-02-19 00:00:00
0a95a336d341691ae0e6359713af3cd3,2f533dfc8d858dc1947251e5d0d8b157,delivered,2018-01-27 15:05:15,2018-01-27 15:17:23,2018-01-30 02:05:26,2018-02-05 15:33:20,2018-02-23 00:00:00
d09d9dcfc60768eca86d23524469aaac,c41453f7bd7d6b8de47dabe95160ffd4,delivered,2018-03-22 17:45:00,2018-03-22 18:05:21,2018-03-23 18:34:48,2018-03-29 00:05:28,2018-04-11 00:00:00
b1dcafc7eaf9eea48e000a122aa70a3b,d929d368c14ab052551effdb50d34c6e,delivered,2017-11-28 19:38:05,2017-11-28 19:51:51,2017-11-29 17:16:54,2017-12-05 18:26:52,2017-12-12 00:00:00
4d90b804bc04b2dea71b520adfd36eb8,0375082957a62e6c63866be3c7b72d62,delivered,2018-01-10 13:11:27,2018-01-10 13:29:21,2018-01-13 15:04:01,2018-02-07 14:37:04,2018-02-16 00:00:00
e73a44dc71cb3d6dd54b77f318a96b39,cbed58dd8debcf99b6cc64c35063ad7f,delivered,2018-05-30 12:06:23,2018-05-30 12:17:21,2018-06-04 15:44:00,2018-06-11 16:22:07,2018-07-03 00:00:00
91fe2d042bdf1fb8d6f2fc33f209ec04,ebcc16a6177788b667355688a7ab5ed6,delivered,2017-06-28 20:19:51,2017-06-29 20:25:08,2017-06-30 11:46:07,2017-07-28 19:52:01,2017-07-28 00:00:00
47ce198e173de34ed4c92187e82717ac,86940f0108edf822ebc008ea857d193b,delivered,2018-07-09 21:16:50,2018-07-09 21:25:22,2018-07-10 14:06:00,2018-07-11 16:41:08,2018-07-20 00:00:00
8c24ab6e056330685aa0bc69893f0ff5,3da427671c767daf1646c5eea69acfcd,delivered,2017-07-17 16:04:40,2017-07-17 16:15:19,2017-07-18 14:47:40,2017-07-19 19:34:52,2017-08-11 00:00:00
cc03c9ec9bb354486404b1df587bfc8f,9e561a472f021d298a702c2d09b408c2,delivered,2018-02-18 21:50:24,2018-02-18 22:55:24,2018-02-20 00:03:34,2018-02-26 10:33:13,2018-03-12 00:00:00
ae841d749776fd77ff75a5a725cf4dda,3c705f49ad338b545fc9c9f5e0d57f33,delivered,2017-08-31 15:13:44,2017-08-31 15:25:09,2017-09-01 21:17:45,2017-09-08 15:33:52,2017-09-19 00:00:00
0fa0372b06bb8a9e774500bd29dab06e,bb2aaa9a23e3952790253fd4e5dedf5e,delivered,2018-07-30 16:57:34,2018-07-31 17:31:43,2018-08-01 13:17:00,2018-08-06 17:12:35,2018-08-09 00:00:00
28b87f6df2b0f0ee88484a1e6f5ee3e1,ad763eb303d76b25fb70bcd724b4ce6f,delivered,2018-08-16 14:25:48,2018-08-16 14:44:47,2018-08-17 13:37:00,2018-08-20 20:07:37,2018-08-22 00:00:00
2e8d9e986f6497677962424952e47f48,a5f1df8a1b669439f95c254410b208c4,delivered,2017-10-03 00:41:52,2017-10-03 00:56:12,2017-10-04 12:13:47,2017-10-09 18:25:14,2017-10-31 00:00:00
7902f1e4e448f0d59d80e60bc25ec61c,aa199982564f53f710a2115e8a5689e4,delivered,2017-05-24 00:13:29,2017-05-24 01:25:25,2017-06-01 18:34:33,2017-06-13 13:00:17,2017-06-27 00:00:00
07a8cc4e00c23ade7ccb29786d3de771,7928d81a48c28a0a11b381fee83ae5fb,delivered,2018-02-26 18:12:34,2018-02-27 15:50:29,2018-02-28 22:08:13,2018-04-04 19:04:13,2018-03-21 00:00:00
a92eaaebe6f960031fa903ce6be59458,964a33cad7562c3cecdda9ce8edb33c3,delivered,2018-04-11 16:07:36,2018-04-12 16:09:36,2018-04-13 19:33:32,2018-04-23 16:22:54,2018-05-21 00:00:00
a2f1b733d3d3cb7185e9661387534161,cd8c7feb6e5a1f734ef52ffcf4a25c6a,delivered,2018-02-16 13:40:46,2018-02-16 13:55:20,2018-02-19 23:12:13,2018-02-27 18:56:42,2018-03-13 00:00:00
23bb9807759656cf1a127051f168d6bd,1023dede418d95202d1fe335005e1844,delivered,2017-12-02 15:18:03,2017-12-02 15:38:11,2017-12-07 20:22:34,2017-12-18 23:42:22,2017-12-27 00:00:00
fe6d6acf472f919a33bdc485082dafaa,610fb118022f008000cb93c62a6933e5,delivered,2018-05-16 15:14:37,2018-05-16 15:35:12,2018-05-17 13:37:00,2018-05-18 19:29:56,2018-05-25 00:00:00
c11fda48e1e32d80cdded371a3ffa4b9,14a3a55cbb34545cdddf42bfd352bb9a,delivered,2017-11-08 19:14:18,2017-11-08 19:30:49,2017-11-16 14:08:38,2017-11-22 18:48:43,2017-12-14 00:00:00
827ccb77a1b8dd1f0e079958667c7d7d,ff1a7dec380f5ed33f5144d4868ae60a,delivered,2018-05-13 14:04:46,2018-05-13 14:32:25,2018-05-14 15:05:00,2018-05-16 18:04:25,2018-06-13 00:00:00
8883dd20e652369652c1abd7a411788f,65691ce6d0d99e673bd133ade0ec2362,delivered,2018-08-14 14:24:51,2018-08-20 14:36:32,2018-08-17 14:44:00,2018-08-20 17:37:56,2018-08-23 00:00:00
d19a87282922be2fe89f5234b1bb6c14,e48d4cb8ef474097c514ec1958b45f6e,delivered,2017-07-15 19:04:02,2017-07-15 19:15:16,2017-07-19 16:47:23,2017-07-27 19:55:33,2017-08-08 00:00:00
e51a65b081fdd3d9ae9c8935d326990f,b0dbb607f2633bea12712b54bdb61ea2,delivered,2018-07-15 20:07:51,2018-07-15 20:25:29,2018-07-17 07:02:00,2018-07-23 14:46:44,2018-07-30 00:00:00
fd7b969d5c0e4e9fd1b64259682a2aa0,6e64aee37916eb04dd628fdc4f4174a2,delivered,2018-02-03 18:03:45,2018-02-03 20:10:10,2018-02-07 11:22:16,2018-02-15 14:43:53,2018-03-01 00:00:00
4c5fb984844ad48dc34f8acf42eb0eda,14e4fd056129b209f512b1070b405ccc,delivered,2017-03-26 16:45:59,2017-03-26 17:02:14,2017-04-05 16:54:52,2017-04-19 09:39:03,2017-05-05 00:00:00
ee5b1786726a245ec5cf9f49d16fabb9,21b93299e003a2d8b6723ec07b0cb538,delivered,2018-01-11 21:56:08,2018-01-11 22:07:32,2018-01-12 22:34:33,2018-02-03 16:03:20,2018-02-07 00:00:00
4831c3fa6b2f1e1d7e0a30ad0eede36d,df029a1ad9ce28416d161601fac3e950,delivered,2017-09-29 20:52:39,2017-09-29 21:07:15,2017-10-03 13:49:25,2017-10-05 19:41:06,2017-10-23 00:00:00
ade94781f2b769ed36a08beb7085c82e,b7c96a69834d24b05005de5827a81246,delivered,2017-04-08 21:27:58,2017-04-08 21:42:24,2017-04-10 14:59:45,2017-04-20 11:11:13,2017-05-15 00:00:00
c6a5f1a0e18d1cad856f95794462ecbc,d72181923840c8895462ab0fd7937918,delivered,2017-09-18 23:16:10,2017-09-19 22:10:20,2017-09-20 18:27:50,2017-09-26 19:23:06,2017-10-26 00:00:00
854188fefe5ebe57606ffc9cbd963d93,63f4197fc4ab9986a9d1a9af4f313974,delivered,2018-03-08 09:24:34,2018-03-09 02:35:24,2018-03-12 16:28:40,2018-03-20 19:32:48,2018-04-03 00:00:00
ada8c2a84a276ae03d468f7acf56ad36,99c1f06505371e40a1dd4e782cc6fc1e,delivered,2018-02-15 22:44:04,2018-02-16 14:32:14,2018-02-22 21:10:39,2018-03-05 23:04:40,2018-03-13 00:00:00
83db27f85506380229913b0dfdf5cd18,472acc24324ad4cee482fe4ef5910dc1,delivered,2018-04-18 12:35:58,2018-04-19 02:51:26,2018-05-02 08:52:00,2018-05-07 16:40:55,2018-05-29 00:00:00
df1b378ac0b21d71ef1e642971d31530,dfd18dbef42d2d617d822af592b2fa62,delivered,2017-01-14 16:10:59,2017-01-14 16:22:27,2017-01-17 16:33:58,2017-03-14 15:44:15,2017-02-24 00:00:00
3dc1f7f4445977c3aab08a1398b06fd2,f4db3c45bb179f36429fb704d9554ccf,delivered,2017-04-28 21:01:41,2017-04-28 21:15:14,2017-05-02 18:47:44,2017-05-16 13:58:01,2017-06-05 00:00:00
d1f3aacf6953cd2cb98b26b17fa5ba14,6ddae4f84b0d366e83e9b673ffd32d74,delivered,2018-08-02 14:17:35,2018-08-02 14:30:44,2018-08-03 17:29:00,2018-08-20 18:21:43,2018-08-22 00:00:00
823070d852b76a5314b41122ae317fcb,67a78606811f4989f7aecd551506529f,delivered,2018-02-18 23:47:16,2018-02-20 07:07:10,2018-02-20 20:13:18,2018-02-27 23:24:51,2018-03-14 00:00:00
aa04ef5214580b06b10e2a378300db44,f01a6bfcc730456317e4081fe0c9940e,delivered,2017-01-27 00:30:03,2017-01-27 01:05:25,2017-01-30 11:40:16,2017-02-07 13:15:25,2017-03-17 00:00:00
216c576eda21cb85b7b30d4668db4f91,b035aa8a03a453b62a62d1521ab965d9,delivered,2018-03-22 14:33:55,2018-03-22 14:50:22,2018-03-23 21:03:57,2018-03-25 20:26:41,2018-04-04 00:00:00
6283d2cb264f76928dffd1faf0f5ff33,ef2e071d3b46a10875216b8b4feb9667,delivered,2017-11-26 00:50:30,2017-11-26 00:58:29,2017-11-27 23:18:50,2017-12-18 17:15:31,2017-12-15 00:00:00
0ae449254770bfec75a99b8d804e5b10,a89e53e23892b105599b8701f6353a5a,delivered,2017-09-11 20:35:49,2017-09-13 03:24:49,2017-09-13 17:12:04,2017-09-21 02:35:39,2017-09-28 00:00:00
a041155864e5141116458291313b35c2,8fbab2ff4df1a7cc9531b14a686bb3ce,delivered,2016-10-04 15:10:15,2016-10-06 15:56:27,2016-10-10 15:56:28,2016-10-13 15:56:28,2016-11-24 00:00:00
3cbf16b8242e78d602909f15aaac29eb,1e0672cd29c269baa883be37f80b14b8,delivered,2018-06-03 20:09:21,2018-06-03 20:31:21,2018-06-04 14:17:00,2018-06-15 22:21:46,2018-07-11 00:00:00
0d4381c5179436609adcf581b55639e5,99d058afb52d7ad1474103d28382bc83,delivered,2017-10-07 15:52:19,2017-10-07 16:04:58,2017-10-19 19:06:21,2017-10-20 19:03:23,2017-11-06 00:00:00
